file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/work/Papiere/finegrained-traceability/datasets/eTour/code/AdvertisementManager.java,unisa.gps.etour.control.AdvertisementManager.AdvertisementManager,"modifyBanner/2[int,javax.swing.ImageIcon]",false,80,3,6,6,25,1,3,2,6,0,0,0,0,1,1,1,0,3,0,2,0,0,0,44,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/AdvertisementManager.java,unisa.gps.etour.control.AdvertisementManager.AdvertisementManager,AdvertisementManager/0,true,40,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/AdvertisementManager.java,unisa.gps.etour.control.AdvertisementManager.AdvertisementManager,clearBanner/1[int],false,50,3,3,5,15,1,2,1,5,0,0,0,0,1,1,0,0,2,0,2,0,0,0,27,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/AdvertisementManager.java,unisa.gps.etour.control.AdvertisementManager.AdvertisementManager,"insertBanner/2[int,javax.swing.ImageIcon]",false,153,6,8,14,40,1,9,2,14,0,0,1,0,1,3,5,1,10,3,2,0,0,0,59,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/AdvertisementRefreshmentPointManager.java,unisa.gps.etour.control.AdvertisementManager.AdvertisementRefreshmentPointManager,AdvertisementRefreshmentPointManager/0,true,20,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Authentication.java,unisa.gps.etour.control.RegisteredUserManager.Authentication,Authentication/0,true,16,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Authentication.java,unisa.gps.etour.control.RegisteredUserManager.Authentication,"login/3[java.lang.String,java.lang.String,byte]",false,24,3,9,5,24,4,0,3,5,0,0,0,1,1,0,2,7,1,0,4,0,0,0,14,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/AverageRatingRenderer.java,unisa.gps.etour.gui.operatoragency.tables.AverageRatingRenderer,"getTableCellRendererComponent/6[javax.swing.JTable,java.lang.Object,boolean,boolean,int,int]",false,33,0,11,4,30,1,2,6,4,0,0,0,0,0,1,7,8,4,5,1,0,0,0,46,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous10,actionPerformed/1[java.awt.event.ActionEvent],false,597,3,1,5,7,0,2,1,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,14,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous1,internalFrameOpened/1[javax.swing.event.InternalFrameEvent],false,115,5,2,11,19,0,4,1,11,0,0,0,0,1,0,14,0,9,2,1,0,0,0,68,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBtnSearch/0,false,480,0,2,7,11,1,0,0,7,0,0,0,1,0,0,3,2,1,1,1,0,0,0,23,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBtnActive/0,false,498,0,2,9,19,1,0,0,9,0,0,0,1,0,0,3,2,1,1,1,1,0,0,32,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getTreeBanner/0,false,335,1,2,10,37,1,0,0,10,0,0,0,1,0,0,2,0,2,0,1,1,0,0,33,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBtnInsert/0,false,192,0,2,9,19,1,0,0,9,0,0,0,1,0,0,3,4,1,1,1,1,0,0,37,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,loadTags/0,false,612,2,3,3,14,0,1,0,3,0,0,1,0,1,0,0,0,2,0,2,0,0,0,10,2,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,createTree/0,false,295,6,4,17,27,0,12,0,17,0,0,2,0,1,0,8,1,12,2,3,0,0,0,71,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getSearchPanel/0,false,428,2,2,13,42,1,1,0,13,2,1,0,1,0,0,6,37,18,0,1,0,0,0,35,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,OpenDialog/1[javax.swing.tree.DefaultMutableTreeNode],false,525,4,3,22,74,0,7,1,22,0,0,0,0,0,1,10,12,9,8,1,3,1,0,58,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,Banner/0,true,89,2,2,7,39,0,0,0,7,1,5,0,0,1,0,4,0,7,2,1,1,0,0,94,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getHelpPanel/0,false,401,0,2,12,17,1,0,0,12,0,0,0,1,0,0,6,12,1,1,1,0,0,0,33,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBtnReplace/0,false,219,0,2,9,19,1,0,0,9,0,0,0,1,0,0,3,4,1,1,1,1,0,0,35,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBtnDelete/0,false,246,0,2,9,33,1,0,0,9,0,0,0,1,0,0,3,4,1,1,1,1,0,0,54,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getJContentPane/0,false,158,1,2,5,10,1,0,0,5,3,4,0,1,0,0,0,0,1,0,1,0,0,0,18,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getBannerToolbar/0,false,174,1,2,7,12,1,0,0,7,3,1,0,1,0,0,0,2,1,0,1,0,0,0,23,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner,getRightPanel/0,false,379,1,2,4,16,1,1,0,4,2,2,0,1,0,0,0,4,7,0,1,0,0,0,18,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous4,actionPerformed/1[java.awt.event.ActionEvent],false,257,0,2,11,18,0,7,1,11,0,0,0,1,0,0,13,3,7,4,1,0,0,0,39,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous5,valueChanged/1[javax.swing.event.TreeSelectionEvent],false,348,2,3,2,18,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous2,actionPerformed/1[java.awt.event.ActionEvent],false,203,1,1,3,4,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$1ModalAdapter,ModalAdapter/1[java.awt.Component],true,531,0,1,2,8,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$1ModalAdapter,internalFrameClosed/1[javax.swing.event.InternalFrameEvent],false,540,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous3,actionPerformed/1[java.awt.event.ActionEvent],false,230,1,1,3,4,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous8,actionPerformed/1[java.awt.event.ActionEvent],false,559,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous9,actionPerformed/1[java.awt.event.ActionEvent],false,578,2,1,5,7,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/Banner.java,unisa.gps.etour.gui.operatoragency.Banner$Anonymous6,actionPerformed/1[java.awt.event.ActionEvent],false,509,0,1,2,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog$Anonymous2,accept/1[java.io.File],false,120,0,5,4,6,3,1,1,4,0,0,0,0,0,0,3,0,1,0,1,0,0,0,6,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog$Anonymous2,getDescription/0,false,130,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],false,50,1,5,8,19,1,3,1,8,0,0,0,1,1,0,0,2,5,0,2,0,0,0,17,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog,getSelectedBanner/0,false,100,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog,openFileDialog/0,false,112,0,2,6,23,2,2,0,6,0,0,0,1,0,0,1,0,2,0,1,1,0,0,35,2,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog,setSelectedBanner/1[javax.swing.ImageIcon],false,91,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerDialog.java,unisa.gps.etour.gui.operatoragency.BannerDialog,BannerDialog/0,true,36,0,1,12,42,0,2,0,12,0,0,0,0,0,0,9,26,5,3,0,1,0,0,57,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,BannerNode/0,true,17,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,getBanner/0,false,78,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,setID/1[int],false,68,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,getID/0,false,57,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,"BannerNode/2[javax.swing.ImageIcon,int]",true,30,0,2,1,8,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,31,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,getParent/0,false,46,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerNode.java,unisa.gps.etour.gui.operatoragency.tables.BannerNode,setBanner/1[javax.swing.ImageIcon],false,89,0,2,1,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BannerRenderer.java,unisa.gps.etour.gui.operatoragency.tables.BannerRenderer,"getTreeCellRendererComponent/7[javax.swing.JTree,java.lang.Object,boolean,boolean,boolean,int,boolean]",false,15,0,3,7,14,1,3,7,7,0,0,0,0,0,2,1,3,3,2,1,0,0,0,25,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,setId/1[int],false,72,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,getIdRefreshmentPoint/0,false,63,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,getId/0,false,54,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,"BeanBanner/3[int,java.lang.String,int]",true,20,1,1,3,5,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,setPathFile/1[java.lang.String],false,45,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,setIdRefreshmentPoint/1[int],false,81,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,getPathFile/0,false,36,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanBanner.java,unisa.gps.etour.bean.BeanBanner,BeanBanner/0,true,26,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,BeanConvention/0,true,39,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setIdRefreshmentPoint/1[int],false,165,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setActive/1[boolean],false,57,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getIdRefreshmentPoint/0,false,147,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getId/0,false,138,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getMaxBanner/0,false,102,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,isActive/0,false,48,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setDataStart/1[java.util.Date],false,93,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setPrice/1[double],false,129,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,"BeanConvention/7[int,int,java.util.Date,java.util.Date,double,boolean,int]",true,25,1,1,7,9,0,0,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getPrice/0,false,120,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getDataStart/0,false,84,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,getDataEnd/0,false,66,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setMaxBanner/1[int],false,111,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setDataEnd/1[java.util.Date],false,75,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanConvention.java,unisa.gps.etour.bean.BeanConvention,setId/1[int],false,156,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,BeanCulturalHeritage/0,true,56,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setStreet/1[java.lang.String],false,326,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getDescription/0,false,137,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getOpeningTime/0,false,227,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setCap/1[java.lang.String],false,92,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setName/1[java.lang.String],false,200,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setPosition/1[unisa.gps.etour.util.Point3D],false,272,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getId/0,false,335,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setClosingDay/1[java.lang.String],false,74,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getLocation/0,false,155,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getTicketCost/0,false,119,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setLocation/1[java.lang.String],false,164,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setOpeningTime/1[java.util.Date],false,236,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,getRatingNumber/0,false,209,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setPhone/1[java.lang.String],false,308,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
/work/Papiere/finegrained-traceability/datasets/eTour/code/BeanCulturalHeritage.java,unisa.gps.etour.bean.BeanCulturalHeritage,setId/1[int],false,344,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
