file,class,method,variable,usage
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],confirm,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],hcpStr,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],e,0
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],hcpID,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",e,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",firstDrug,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",drugInt,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",secondDrug,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",description,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",e,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",firstDrug,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",drugInt,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",secondDrug,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"DrugInteractionAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"DrugInteractionAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,getInteractions/1[java.lang.String],drugCode,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,getInteractions/1[java.lang.String],e,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,addApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],a,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,addApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],e,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,addApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],apptType,7
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,addApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],list,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],a,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],flag,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],e,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],apptType,10
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],list,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,getDurationByType/1[java.lang.String],a,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,getDurationByType/1[java.lang.String],at,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,getDurationByType/1[java.lang.String],list,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,"EditApptTypeAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,"EditApptTypeAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"addHealthRecord/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",record,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"addHealthRecord/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",pid,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"addHealthRecord/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",hr,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"transferForm/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",form,8
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"transferForm/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",record,13
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"transferForm/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,getAllHealthRecords/1[long],pid,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"EditHealthHistoryAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",factory,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"EditHealthHistoryAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"EditHealthHistoryAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",pidString,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,getPatientName/1[long],pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,"EditMonitoringListAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",factory,3
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,"EditMonitoringListAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,isPatientInList/1[long],patientMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,isPatientInList/1[long],d,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,isPatientInList/1[long],dataset,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,removeFromList/1[long],patientMID,2
