file,class,method,variable,usage
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,"AddOfficeVisitAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",factory,7
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,"AddOfficeVisitAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,"AddOfficeVisitAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",ovDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,getAllOfficeVisits/0,ovDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,addEmptyOfficeVisit/1[long],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,addEmptyOfficeVisit/1[long],ovDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,getUserName/0,factory,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,"AddPatientAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,"AddPatientAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,"AddPatientAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,"AddPatientAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",patientDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,addPatient/1[edu.ncsu.csc.itrust.beans.PatientBean],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,addPatient/1[edu.ncsu.csc.itrust.beans.PatientBean],loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,addPatient/1[edu.ncsu.csc.itrust.beans.PatientBean],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,addPatient/1[edu.ncsu.csc.itrust.beans.PatientBean],patientDAO,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,"AddPHAAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,"AddPHAAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,"AddPHAAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",personnelDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,"AddPHAAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],personnelDAO,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",patientMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",rmDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],patientMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],validator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],rmDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",patientMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",validator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",rmDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",patientMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",validator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",rmDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,getPatientName/1[long],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,"AddUAPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,"AddUAPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,"AddUAPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",personnelDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,"AddUAPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],personnelDAO,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,"OfficeVisitBaseAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String,java.lang.String]",ovID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,"OfficeVisitBaseAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String,java.lang.String]",ovDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,getOvID/0,ovID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,checkOfficeVisitID/1[java.lang.String],ovDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,checkPatientID/1[java.lang.String],factory,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,"PatientBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",factory,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,"PatientBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,getPid/0,pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,checkPersonnelID/1[java.lang.String],factory,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,"PersonnelBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",factory,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,"PersonnelBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,getPid/0,pid,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,ChangeSessionTimeoutAction/1[edu.ncsu.csc.itrust.dao.DAOFactory],accessDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,changeSessionTimeout/1[java.lang.String],accessDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,getSessionTimeout/0,accessDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getUserName/0,authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getDiseasesAtRisk/0,diseaseMediator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getDiseasesAtRisk/0,transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getDiseasesAtRisk/0,loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,"ChronicDiseaseRiskAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",diseaseMediator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,"ChronicDiseaseRiskAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,"ChronicDiseaseRiskAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,"ChronicDiseaseRiskAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,undeclareHCP/1[java.lang.String],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,undeclareHCP/1[java.lang.String],loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,undeclareHCP/1[java.lang.String],patientDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,getDeclaredHCPS/0,loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,getDeclaredHCPS/0,patientDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,4
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",patientDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],transDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],loggedInMID,2
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],authDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],patientDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",tranDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",validator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",drugDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",tranDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",loggedInMID,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",validator,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",drugDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"DrugInteractionAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",tranDAO,1
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"DrugInteractionAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",loggedInMID,3
