file,class,method,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddOfficeVisitAction.java,edu.ncsu.csc.itrust.action.AddOfficeVisitAction,getUserName/0,false,77,2,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,"AddPatientAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,36,1,1,3,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPatientAction.java,edu.ncsu.csc.itrust.action.AddPatientAction,addPatient/1[edu.ncsu.csc.itrust.beans.PatientBean],false,50,6,1,8,10,1,2,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,"AddPHAAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,36,1,1,3,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddPHAAction.java,edu.ncsu.csc.itrust.action.AddPHAAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],false,51,6,1,8,10,1,2,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,26,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"AddRemoteMonitoringDataAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,long]",true,33,1,1,3,7,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,26,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,addRemoteMonitoringData/1[int],false,48,6,3,9,21,0,2,1,9,0,0,0,1,0,0,4,4,4,0,1,0,0,0,27,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/2[int,int]",false,79,6,3,8,18,0,2,2,8,0,0,0,1,0,0,4,0,4,0,1,0,0,0,29,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,"addRemoteMonitoringData/3[int,int,int]",false,109,6,3,9,19,0,2,3,9,0,0,0,1,0,0,4,0,4,0,1,0,0,0,31,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddRemoteMonitoringDataAction.java,edu.ncsu.csc.itrust.action.AddRemoteMonitoringDataAction,getPatientName/1[long],false,138,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,"AddUAPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,37,1,1,3,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/AddUAPAction.java,edu.ncsu.csc.itrust.action.AddUAPAction,add/1[edu.ncsu.csc.itrust.beans.PersonnelBean],false,53,6,1,8,10,1,2,1,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,"OfficeVisitBaseAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String,java.lang.String]",true,46,2,1,2,5,0,0,3,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,46,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,getOvID/0,false,82,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,checkOfficeVisitID/1[java.lang.String],false,62,3,3,4,11,1,1,1,4,1,1,0,0,1,0,4,0,1,2,2,0,0,0,46,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/OfficeVisitBaseAction.java,edu.ncsu.csc.itrust.action.base.OfficeVisitBaseAction,encode/1[java.lang.String],false,95,0,1,1,6,1,1,1,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,30,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,checkPatientID/1[java.lang.String],false,57,4,3,4,10,1,1,1,4,0,0,0,0,1,0,2,0,1,1,2,0,0,0,30,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,"PatientBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",true,43,2,1,1,4,0,0,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,30,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PatientBaseAction.java,edu.ncsu.csc.itrust.action.base.PatientBaseAction,getPid/0,false,74,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,checkPersonnelID/1[java.lang.String],false,56,3,3,4,10,1,1,1,4,0,0,0,0,1,0,2,0,1,1,2,0,0,0,30,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,"PersonnelBaseAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,java.lang.String]",true,42,2,1,1,4,0,0,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,30,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/base/PersonnelBaseAction.java,edu.ncsu.csc.itrust.action.base.PersonnelBaseAction,getPid/0,false,73,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,ChangeSessionTimeoutAction/1[edu.ncsu.csc.itrust.dao.DAOFactory],true,24,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,changeSessionTimeout/1[java.lang.String],false,38,2,3,2,10,0,1,1,2,0,0,0,0,1,0,2,1,1,0,2,0,0,0,38,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChangeSessionTimeoutAction.java,edu.ncsu.csc.itrust.action.ChangeSessionTimeoutAction,getSessionTimeout/0,false,56,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getUserName/0,false,69,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getPatientID/0,false,57,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,getDiseasesAtRisk/0,false,82,3,1,2,4,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/ChronicDiseaseRiskAction.java,edu.ncsu.csc.itrust.action.ChronicDiseaseRiskAction,"ChronicDiseaseRiskAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",true,43,2,1,2,7,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,49,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,undeclareHCP/1[java.lang.String],false,88,3,3,3,14,2,2,1,3,0,0,0,0,1,0,4,0,2,0,2,0,0,0,29,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,getDeclaredHCPS/0,false,47,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,"DeclareHCPAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,33,1,1,3,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DeclareHCPAction.java,edu.ncsu.csc.itrust.action.DeclareHCPAction,declareHCP/1[java.lang.String],false,60,4,4,4,15,2,2,1,4,0,0,0,1,1,0,5,0,2,0,2,0,0,0,36,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"reportInteraction/3[java.lang.String,java.lang.String,java.lang.String]",false,45,5,4,9,23,4,1,3,9,0,0,0,0,1,0,3,0,1,0,2,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"deleteInteraction/2[java.lang.String,java.lang.String]",false,74,5,3,8,20,2,1,2,8,0,0,0,0,1,0,3,0,1,0,2,0,0,0,24,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,"DrugInteractionAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,30,2,1,2,6,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/DrugInteractionAction.java,edu.ncsu.csc.itrust.action.DrugInteractionAction,getInteractions/1[java.lang.String],false,99,3,2,2,8,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,addApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],false,30,6,5,9,18,4,1,1,9,1,1,1,0,1,0,7,1,1,3,2,0,0,0,23,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,getApptTypes/0,false,26,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,editApptType/1[edu.ncsu.csc.itrust.beans.ApptTypeBean],false,52,6,7,9,26,5,2,1,9,1,1,1,2,1,0,10,4,3,4,3,0,0,0,33,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,getDurationByType/1[java.lang.String],false,82,2,3,4,7,2,1,1,4,1,1,1,0,0,0,0,1,1,0,2,0,0,0,13,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditApptTypeAction.java,edu.ncsu.csc.itrust.action.EditApptTypeAction,"EditApptTypeAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,20,1,1,2,5,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"addHealthRecord/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",false,67,6,1,4,7,1,1,2,4,1,1,0,0,0,0,2,0,1,0,0,0,0,0,30,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"transferForm/2[long,edu.ncsu.csc.itrust.beans.forms.HealthRecordForm]",false,85,3,3,22,15,1,1,2,22,0,0,0,0,0,0,1,2,1,0,1,0,0,0,30,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,getPatientName/0,false,54,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,getAllHealthRecords/1[long],false,109,3,1,2,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditHealthHistoryAction.java,edu.ncsu.csc.itrust.action.EditHealthHistoryAction,"EditHealthHistoryAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",true,39,1,1,3,7,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,getPatientName/1[long],false,82,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,"EditMonitoringListAction/2[edu.ncsu.csc.itrust.dao.DAOFactory,long]",true,29,1,1,3,6,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,isPatientInList/1[long],false,66,2,3,2,7,2,1,1,2,0,0,1,1,0,0,0,0,1,0,2,0,0,0,28,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,removeFromList/1[long],false,55,2,1,2,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditMonitoringListAction.java,edu.ncsu.csc.itrust.action.EditMonitoringListAction,addToList/1[long],false,43,2,1,2,4,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"checkAddPrescription/2[edu.ncsu.csc.itrust.beans.forms.EditOfficeVisitForm,long]",false,289,6,3,19,16,0,2,2,19,0,0,0,1,0,0,2,0,2,1,1,0,0,0,32,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"hasInteraction/4[java.lang.String,java.lang.String,java.lang.String,java.lang.String]",false,185,8,9,20,41,1,10,4,20,0,0,2,0,1,1,25,0,20,6,4,0,0,0,36,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,updateOv/1[edu.ncsu.csc.itrust.beans.forms.EditOfficeVisitForm],false,313,5,1,14,11,0,1,1,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,updateInformation/1[edu.ncsu.csc.itrust.beans.forms.EditOfficeVisitForm],false,162,5,2,20,23,2,1,1,20,6,1,0,0,1,0,3,0,2,1,1,0,0,0,36,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"EditOfficeVisitAction/4[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String,java.lang.String]",true,84,1,1,10,14,0,0,4,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,42,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"makeEmailApp/3[long,java.lang.String,java.lang.String]",false,265,4,1,10,10,1,3,3,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,52,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,getOfficeVisit/0,false,105,3,1,2,5,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,getHospitals/1[long],false,132,4,1,3,5,1,2,1,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,25,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"checkAddSubAction/4[edu.ncsu.csc.itrust.action.EditOfficeVisitAction.OVSubAction,java.lang.String,long,java.lang.String]",false,339,2,7,5,22,3,0,4,5,0,0,0,1,0,0,2,0,0,0,2,0,0,0,40,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"combineLists/2[java.util.List<edu.ncsu.csc.itrust.beans.HospitalBean>,java.util.List<edu.ncsu.csc.itrust.beans.HospitalBean>]",false,146,1,3,2,6,1,0,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,23,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"isAllergyOnList/2[java.lang.String,java.lang.String]",false,233,5,6,10,21,3,5,2,10,0,0,1,1,1,0,3,0,6,1,3,0,0,0,25,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"checkAddSubAction/5[edu.ncsu.csc.itrust.action.EditOfficeVisitAction.OVSubAction,java.lang.String,long,java.lang.String,java.lang.String]",false,362,2,3,2,9,2,0,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14,2,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"getLabProcedures/2[long,long]",false,120,3,1,2,4,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditOfficeVisitAction.java,edu.ncsu.csc.itrust.action.EditOfficeVisitAction,"checkRemoveSubAction/2[edu.ncsu.csc.itrust.action.EditOfficeVisitAction.OVSubAction,java.lang.String]",false,380,2,9,7,27,3,1,2,7,0,0,0,1,1,0,1,0,1,0,1,0,0,0,33,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPatientAction.java,edu.ncsu.csc.itrust.action.EditPatientAction,"EditPatientAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",true,40,2,1,2,7,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,35,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPatientAction.java,edu.ncsu.csc.itrust.action.EditPatientAction,getPatient/0,false,70,4,1,3,4,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPatientAction.java,edu.ncsu.csc.itrust.action.EditPatientAction,updateInformation/1[edu.ncsu.csc.itrust.beans.PatientBean],false,56,6,1,6,7,0,0,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,23,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPatientAction.java,edu.ncsu.csc.itrust.action.EditPatientAction,makeEmail/0,false,81,3,2,10,15,1,4,0,10,0,0,1,0,0,0,5,0,4,1,1,0,0,0,37,2,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPatientAction.java,edu.ncsu.csc.itrust.action.EditPatientAction,editMessageFilter/1[java.lang.String],false,101,2,1,3,5,0,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPersonnelAction.java,edu.ncsu.csc.itrust.action.EditPersonnelAction,updateInformation/1[edu.ncsu.csc.itrust.beans.PersonnelBean],false,65,4,1,4,6,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPersonnelAction.java,edu.ncsu.csc.itrust.action.EditPersonnelAction,"EditPersonnelAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",true,37,4,9,5,12,0,3,3,5,0,0,0,8,0,0,2,0,7,0,2,0,0,0,44,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPersonnelAction.java,edu.ncsu.csc.itrust.action.EditPersonnelAction,editMessageFilter/1[java.lang.String],false,72,4,1,4,5,0,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,false
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPHRAction.java,edu.ncsu.csc.itrust.action.EditPHRAction,"EditPHRAction/3[edu.ncsu.csc.itrust.dao.DAOFactory,long,java.lang.String]",true,67,4,1,10,16,0,0,3,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,50,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPHRAction.java,edu.ncsu.csc.itrust.action.EditPHRAction,"updateAllergies/2[long,java.lang.String]",false,93,7,4,8,18,3,2,2,8,1,1,0,1,1,0,6,0,2,2,2,0,0,0,37,1,0,true
/work/Papiere/finegrained-traceability/datasets/iTrust/code/action/EditPHRAction.java,edu.ncsu.csc.itrust.action.EditPHRAction,getDiseasesAtRisk/0,false,206,3,1,2,5,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,1,0,true
