file,ID,text,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
SMOS11.txt,SMOS11.txt.flow_of_events.2,Select the teachings to associate or remove the teacher,1,1,0,1,1,1,0,0,1
SMOS11.txt,SMOS11.txt.flow_of_events.3,Displays the teaching management form for the teacher in question,1,1,1,0,1,1,0,0,0
SMOS11.txt,SMOS11.txt.flow_of_events.4,View the list of classes available for the selected year,1,1,1,1,1,1,0,0,0
SMOS11.txt,SMOS11.txt.flow_of_events.5,Displays the list of teachings associated with that class,1,1,1,1,1,1,0,0,0
SMOS11.txt,SMOS11.txt.flow_of_events.6,Assigns or removes the teaching teachings as indicated by the administrator,1,1,1,1,1,1,0,0,0
SMOS11.txt,SMOS11.txt.postcondition,One or more teachers have been assigned or removed to the teacher the administrator interrupts the connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS11.txt,SMOS11.txt.precondition,The user is logged in as an administrator The user has carried out the case of use viewdet Tailsente '' and the system is Viewing the details of a teacher The user click on the Teaching Teaching '' button,0,0,0,0,0,0,0,0,1
SMOS12.txt,SMOS12.txt.name,Assign Remove Students To A Parent,1,1,1,1,1,1,0,0,0
SMOS12.txt,SMOS12.txt.description,It allows you to associate new students to a parent or remove the associations previously inserted,1,1,0,1,1,1,0,0,0
SMOS12.txt,SMOS12.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS12.txt,SMOS12.txt.flow_of_events.0,Select students to be assigned or removed from the parent,1,1,0,0,1,1,0,0,1
SMOS12.txt,SMOS12.txt.flow_of_events.1,Click on the Send '' button,1,0,0,0,1,1,0,0,1
SMOS12.txt,SMOS12.txt.flow_of_events.2,Displays the child management form for the parent in question,1,1,1,0,1,1,0,0,0
SMOS12.txt,SMOS12.txt.flow_of_events.3,Assign remove students associated with a parent,1,1,1,1,1,1,0,0,0
SMOS12.txt,SMOS12.txt.postcondition,One or more children to a parent were associated or removed The administrator interrupts the connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS12.txt,SMOS12.txt.precondition,The user is logged in as an administrator The user has carried out the case of use viewdet Tailsente '' and the system is Viewing the details of a parent The user click on the Parentela '' button,0,0,0,0,0,0,0,0,1
SMOS13.txt,SMOS13.txt.name,View Classes List,1,1,1,1,1,1,0,0,0
SMOS13.txt,SMOS13.txt.description,allows you to view the list of classes,1,1,0,1,1,1,0,0,0
SMOS13.txt,SMOS13.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS13.txt,SMOS13.txt.flow_of_events.0,Select the academic year of interest,1,0,0,0,1,1,0,0,1
SMOS13.txt,SMOS13.txt.flow_of_events.1,Allows you to select the academic year you want to view the list of classes,1,1,0,0,1,1,0,0,1
SMOS13.txt,SMOS13.txt.flow_of_events.2,Search for classes in the archive and displays the class management screen,1,1,1,1,1,1,0,0,0
SMOS13.txt,SMOS13.txt.flow_of_events.3,Displays the list of selected academic year classes,1,1,1,1,1,1,0,0,0
SMOS13.txt,SMOS13.txt.postcondition,The system shows the list of classes of the selected academic year The administrator interrupts the operations Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS13.txt,SMOS13.txt.precondition,The user is logged in to the system with the administrator role The user click on the Class Management '' button,0,0,0,0,0,0,0,0,1
SMOS14.txt,SMOS14.txt.name,Insert New Class,1,1,1,1,1,1,0,0,0
SMOS14.txt,SMOS14.txt.description,Insert a new class into the archive,1,1,0,1,1,1,0,0,0
SMOS14.txt,SMOS14.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS14.txt,SMOS14.txt.flow_of_events.0,Fill out the form,0,0,0,0,0,0,0,0,1
SMOS14.txt,SMOS14.txt.flow_of_events.1,Click on the Save '' button,1,0,0,0,1,1,0,0,1
SMOS14.txt,SMOS14.txt.flow_of_events.2,The system shows the form to be completed with name address academic year,1,0,1,0,1,1,0,0,0
SMOS14.txt,SMOS14.txt.flow_of_events.3,Make checks on the validity of the data entered and inserts the new class into the archive In the event that the data entered are not valid activates the case of Errodati '' use,1,1,1,0,1,1,0,0,0
SMOS14.txt,SMOS14.txt.precondition,The user is logged in to the system as an administrator The user has already performed the case of use Viewing Lancoclasses '' and the system The list of classes of a particular academic year is viewing The user click on the New Class '' button,0,0,0,0,0,0,0,0,1
SMOS14.txt,SMOS14.txt.postcondition,The user has entered a class in the system and 'notified the data error Connection to the SMOS server interrupted the administrator interrupts the operation,1,1,1,1,1,1,0,0,1
SMOS15.txt,SMOS15.txt.precondition,The user has already logged in The user has already performed the case of use Viewing Lancoclasses '' and the system The list of classes of an academic year is displayed Click on the Show class details '' button,0,0,0,0,0,0,0,0,1
SMOS15.txt,SMOS15.txt.name,View Class Details,1,1,1,1,1,1,0,0,0
SMOS15.txt,SMOS15.txt.description,allows you to view the details of a class,1,1,0,1,1,1,0,0,0
SMOS15.txt,SMOS15.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS15.txt,SMOS15.txt.flow_of_events.0,Displays the fencing with the details of a single class Name address school year,1,1,1,1,1,1,0,0,0
SMOS15.txt,SMOS15.txt.postcondition,The user displays detailed information related to a class Connection to the SMOS server interrupted,1,1,1,0,1,1,0,0,1
SMOS16.txt,SMOS16.txt.name,Delete Class,1,1,1,1,1,1,0,0,0
SMOS16.txt,SMOS16.txt.description,Delete a class from the archive,1,1,1,1,1,1,0,0,0
SMOS16.txt,SMOS16.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS16.txt,SMOS16.txt.flow_of_events.0,Delete the class from the archive,1,1,1,1,1,1,0,0,0
SMOS16.txt,SMOS16.txt.flow_of_events.1,Displays the list of updated classes,1,1,1,1,1,1,0,0,0
SMOS16.txt,SMOS16.txt.precondition,The user is logged in to the system as an administrator the user has made the case of use viewdettagli Slasse '' the user displays the detailed information of a class the user click on the Delete '' button,0,0,0,0,0,0,0,0,1
SMOS16.txt,SMOS16.txt.postcondition,The user has deleted a class Connection to the interrupted SMOS server,1,1,1,1,1,1,0,0,1
SMOS17.txt,SMOS17.txt.name,View Address List,1,1,1,1,1,1,0,0,0
SMOS17.txt,SMOS17.txt.description,allows you to view the address list,1,1,0,1,1,1,0,0,0
SMOS17.txt,SMOS17.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS17.txt,SMOS17.txt.flow_of_events.0,Displays the address list,1,1,1,1,1,1,0,0,0
SMOS17.txt,SMOS17.txt.postcondition,The system shows the list of addresses in the archive Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,0
SMOS17.txt,SMOS17.txt.precondition,The user is logged in to the system with the administrator role The user click on the Address Management '' button,0,0,0,0,0,0,0,0,1
SMOS18.txt,SMOS18.txt.name,Enter New Address,1,1,1,1,1,1,0,0,0
SMOS18.txt,SMOS18.txt.description,Enter a new address in the archive,1,1,1,1,1,1,0,0,0
SMOS18.txt,SMOS18.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS18.txt,SMOS18.txt.flow_of_events.0,Fill out the form,0,0,0,0,0,0,0,0,1
SMOS18.txt,SMOS18.txt.flow_of_events.1,Click on the Save '' button,1,0,0,0,1,1,0,0,1
SMOS18.txt,SMOS18.txt.flow_of_events.2,The system shows the form to be completed with address name,1,0,1,0,1,1,0,0,0
SMOS18.txt,SMOS18.txt.flow_of_events.3,Checks on the validity of the data entered and inserts a new address in the archive In the event that the data entered are not valid activates the case of Errodati '' use,1,1,1,1,1,1,0,0,0
SMOS18.txt,SMOS18.txt.precondition,The user is logged in to the system as an administrator The user has already taken the case of Viewing Lenchindirizzi '' and the system is displaying the list of addresses The user click on the New address '' button,0,0,0,0,0,0,0,0,1
SMOS18.txt,SMOS18.txt.postcondition,The user has entered an address is notified the connection data error to the SMOS server interrupted the administrator interrupts the operation,1,1,1,1,1,1,0,0,1
SMOS19.txt,SMOS19.txt.precondition,The user has already logged in the user has already performed the case of use Viewing Lench Indirizzi '' and the system is viewing the address list The user click on the Show address details '' button,0,0,0,0,0,0,0,0,1
SMOS19.txt,SMOS19.txt.name,View Address Details,1,1,1,1,1,1,0,0,0
SMOS19.txt,SMOS19.txt.description,allows you to view the details of an address,1,1,0,1,1,1,0,0,0
SMOS19.txt,SMOS19.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS19.txt,SMOS19.txt.flow_of_events.0,Displays the screen with the details of a single address In particular address name,1,1,1,1,1,1,0,0,0
SMOS19.txt,SMOS19.txt.postcondition,The user displays detailed information relating to a single address Connection to the SMOS server interrupted connection to the interrupted SMOS server,1,1,1,0,1,1,0,0,1
SMOS2.txt,SMOS2.txt.precondition,The data provided for the login are incorrect,0,0,0,0,0,0,0,0,0
SMOS2.txt,SMOS2.txt.name,Login Error,1,1,1,0,1,1,0,0,0
SMOS2.txt,SMOS2.txt.description,occurs when the user has entered incorrect authentication data,1,0,1,0,1,1,0,0,0
SMOS2.txt,SMOS2.txt.actor,registered user,0,0,0,0,0,0,0,0,1
SMOS2.txt,SMOS2.txt.flow_of_events.0,Displays the login form,1,1,1,0,1,1,0,0,0
SMOS2.txt,SMOS2.txt.postcondition,The user can try to log in,1,1,0,0,1,1,0,0,1
SMOS20.txt,SMOS20.txt.name,Delete address,1,1,1,1,1,1,0,0,0
SMOS20.txt,SMOS20.txt.description,Delete an address from the archive,1,1,1,1,1,1,0,0,0
SMOS20.txt,SMOS20.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS20.txt,SMOS20.txt.flow_of_events.0,Check if the address has associated classes If so shows an error message Unable to delete the address delete the associated classes and try again '' otherwise it deletes the address,1,1,1,1,1,1,0,0,0
SMOS20.txt,SMOS20.txt.flow_of_events.1,Displays the list of updated addresses,1,1,1,1,1,1,0,0,0
SMOS20.txt,SMOS20.txt.precondition,The user is logged in to the system as an administrator the user has taken the case of use viewdettaglizzazione '' the user displays the detailed information of an address the user click on the Delete '' button,0,0,0,0,0,0,0,0,1
SMOS20.txt,SMOS20.txt.postcondition,The user has deleted an address Connection to the interrupted SMOS server,1,1,1,1,1,1,0,0,1
SMOS21.txt,SMOS21.txt.postcondition,The administrator interrupts the operation connection to the SMOS server interrupted the system has changed the teachings relating to the address,1,0,1,1,1,1,0,0,1
SMOS21.txt,SMOS21.txt.name,Assign Remove Teachings,1,1,1,1,1,1,0,0,0
SMOS21.txt,SMOS21.txt.description,Assigns or removes one or more teachings from an address,1,1,1,1,1,1,0,0,0
SMOS21.txt,SMOS21.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS21.txt,SMOS21.txt.flow_of_events.0,Select the teachings to be assigned or removed at,1,1,0,0,1,1,0,0,1
SMOS21.txt,SMOS21.txt.flow_of_events.1,Click on the Send '' button,1,0,0,0,1,1,0,0,1
SMOS21.txt,SMOS21.txt.flow_of_events.2,Displays a form from which you can add and or remove lessons at the address,1,1,1,0,1,1,0,0,1
SMOS21.txt,SMOS21.txt.flow_of_events.3,Associate or removes selected teachings at the address,1,1,0,1,1,1,0,0,0
SMOS21.txt,SMOS21.txt.flow_of_events.4,Back to display details of the address,1,1,1,1,1,1,0,0,0
SMOS21.txt,SMOS21.txt.precondition,The user is logged in to the system as an administrator The user has made the case of use viewdettaglizzizzo '' The user displays the detailed information of an address the user click on the Teachings Address '' button,0,0,0,0,0,0,0,0,1
SMOS22.txt,SMOS22.txt.name,View Teachings List,1,1,1,1,1,1,0,0,0
SMOS22.txt,SMOS22.txt.description,allows you to view the list of teachings,1,1,0,1,1,1,0,0,0
SMOS22.txt,SMOS22.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS22.txt,SMOS22.txt.flow_of_events.0,Look for the archive and teacher screen View teachings Teachings View the management of the list of,1,1,1,1,1,1,0,0,0
SMOS22.txt,SMOS22.txt.postcondition,The system shows the list of teachings present in the archive Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,0
SMOS22.txt,SMOS22.txt.precondition,The user is logged in to the system with the administrator role The user click on the Management Management '' button,0,0,0,0,0,0,0,0,1
SMOS23.txt,SMOS23.txt.name,Insert New Teaching,1,1,1,1,1,1,0,0,0
SMOS23.txt,SMOS23.txt.description,Insert a new teaching into the archive,1,1,1,1,1,1,0,0,0
SMOS23.txt,SMOS23.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS23.txt,SMOS23.txt.flow_of_events.0,Fill out the form,0,0,0,0,0,0,0,0,1
SMOS23.txt,SMOS23.txt.flow_of_events.1,Click on the Save '' button,1,0,0,0,1,1,0,0,1
SMOS23.txt,SMOS23.txt.flow_of_events.2,The system shows the form to be completed with Teaching name,1,0,1,0,1,1,0,0,0
SMOS23.txt,SMOS23.txt.flow_of_events.3,Checks on the validity of the data entered and inserts the new teaching into the archive In the event that the data entered are not valid activates the case of Errodati '' use,1,1,1,1,1,1,0,0,0
SMOS23.txt,SMOS23.txt.precondition,The user is logged in to the system as an administrator The user has already performed the case of viewing technology '' and the system is displaying the list of teachings The user click on the New Teaching '' button,0,0,0,0,0,0,0,0,1
SMOS23.txt,SMOS23.txt.postcondition,The user has entered a teaching is notified the error connection to the SMOS server interrupted the administrator interrupts the operation,1,1,1,1,1,1,0,0,1
SMOS24.txt,SMOS24.txt.precondition,The user has already logged in System is viewing the list of teachings The user click on the Teaching details '' button,0,0,0,0,0,0,0,0,1
SMOS24.txt,SMOS24.txt.name,View Teaching Details,1,1,1,1,1,1,0,0,0
SMOS24.txt,SMOS24.txt.description,allows you to view the details of a teaching,1,1,0,1,1,1,0,0,0
SMOS24.txt,SMOS24.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS24.txt,SMOS24.txt.flow_of_events.0,Displays the screen with the details of a single teaching,1,1,1,1,1,1,0,0,0
SMOS24.txt,SMOS24.txt.postcondition,The user displays the detailed information of a single teaching Connection to the interrupted SMOS server,1,1,1,0,1,1,0,0,1
SMOS25.txt,SMOS25.txt.name,Edit Teaching,1,1,1,1,1,1,0,0,0
SMOS25.txt,SMOS25.txt.description,Edit details of a teaching,1,1,1,1,1,1,0,0,0
SMOS25.txt,SMOS25.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS25.txt,SMOS25.txt.flow_of_events.0,Click on the Save '' button,1,0,0,0,1,1,0,0,1
SMOS25.txt,SMOS25.txt.flow_of_events.1,Make checks on the validity of the data entered and changes the teaching in the archive In the event that the data entered are not valid activates the case of Errodati '' use,1,1,1,1,1,1,0,0,0
SMOS25.txt,SMOS25.txt.flow_of_events.2,View the list of updated teachings,1,1,1,1,1,1,0,0,0
SMOS25.txt,SMOS25.txt.precondition,The user is logged in to the system as an administrator The user has taken the case of use displaydeddailsigning '' the user displays the detailed information of a teaching the user edit one of the information contained in the form of Display of teaching details,0,0,0,0,0,0,0,0,1
SMOS25.txt,SMOS25.txt.postcondition,The user has changed a teaching is notified the data error Connection to the SMOS server interrupted the administrator interrupts the operation,1,0,1,1,1,1,0,0,1
SMOS26.txt,SMOS26.txt.name,Delete teaching,1,1,1,1,1,1,0,0,0
SMOS26.txt,SMOS26.txt.description,Eliminates a teaching from the archive,1,1,1,1,1,1,0,0,0
SMOS26.txt,SMOS26.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS26.txt,SMOS26.txt.flow_of_events.0,Eliminate teaching from the archive,1,1,1,1,1,1,0,0,0
SMOS26.txt,SMOS26.txt.flow_of_events.1,Displays the list of updated teachings,1,1,1,1,1,1,0,0,0
SMOS26.txt,SMOS26.txt.precondition,The user is logged in to the system as an administrator the user has taken the case of use displaydeddailsignment '' The user displays the detailed information of a teaching the user click on the Delete '' button,0,0,0,0,0,0,0,0,1
SMOS26.txt,SMOS26.txt.postcondition,The user has eliminated a teaching Connection to the SMOS server interrupted,1,1,1,1,1,1,0,0,1
SMOS27.txt,SMOS27.txt.name,View Registers List,1,1,1,1,1,1,0,0,0
SMOS27.txt,SMOS27.txt.description,View the list of registers for an academic year,1,1,1,1,1,1,0,0,0
SMOS27.txt,SMOS27.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS27.txt,SMOS27.txt.flow_of_events.0,Select the school year,1,0,0,0,1,1,0,0,1
SMOS27.txt,SMOS27.txt.flow_of_events.1,Shows a screen for the selection of the academic year of interest,1,1,1,0,1,1,0,0,0
SMOS27.txt,SMOS27.txt.flow_of_events.2,Search in the archive all the digital records of that year and displays them associated with the class to which they belong,1,1,1,1,1,1,0,0,0
SMOS27.txt,SMOS27.txt.postcondition,The system is displaying the list of registers related to a particular academic year the administrator interrupts the connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS27.txt,SMOS27.txt.precondition,The user must be logged in to the system as an administrator Click on the Digital Register '' button,0,0,0,0,0,0,0,0,1
SMOS28.txt,SMOS28.txt.name,View Details Single Register,1,1,1,1,1,1,0,0,0
SMOS28.txt,SMOS28.txt.description,View the details of one of the class registers,1,1,1,1,1,1,0,0,0
SMOS28.txt,SMOS28.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS28.txt,SMOS28.txt.flow_of_events.0,Review the information contained in the registry organized by date,1,1,1,1,1,1,0,0,0
SMOS28.txt,SMOS28.txt.flow_of_events.1,In particular for today 's date the list of students specifying absent present late and a form from which it is possible to manage justifications and disciplinary notes,1,1,0,1,1,1,0,0,0
SMOS28.txt,SMOS28.txt.postcondition,The system is displaying the details of a class registry Connection to the interrupted SMOS server,1,0,1,1,1,1,0,0,0
SMOS28.txt,SMOS28.txt.precondition,The user must be logged in to the system as an administrator the user must have carried out the case of use Viewing El Coregistri '' click on the Details '' button associated with one of the registers,0,0,0,0,0,0,0,0,1
SMOS29.txt,SMOS29.txt.postcondition,The data of absences and delays have been entered in the system and the system sent notifications to parents The system remains on the registry screen The administrator interrupts the operation Connection to the interrupted SMOS server,1,0,1,1,1,1,0,0,1
SMOS29.txt,SMOS29.txt.name,Enter Absences Admin,1,1,1,1,1,1,0,0,0
SMOS29.txt,SMOS29.txt.description,Register digitization data entry by the administrator,1,1,1,1,1,1,0,0,1
SMOS29.txt,SMOS29.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS29.txt,SMOS29.txt.flow_of_events.0,Fill out the form by entering absent students present and click Save '',1,0,0,0,1,1,0,0,1
SMOS29.txt,SMOS29.txt.flow_of_events.1,Update the screen displayed according to the date,1,0,1,0,1,1,0,0,0
SMOS29.txt,SMOS29.txt.flow_of_events.2,Send data to the server,1,1,1,0,1,1,0,0,0
SMOS29.txt,SMOS29.txt.flow_of_events.3,The server for each absence sends a notification e-mail to the parent of the student,1,1,1,1,1,1,0,0,0
SMOS29.txt,SMOS29.txt.flow_of_events.4,Displays the updated log data,1,1,1,1,1,1,0,0,0
SMOS29.txt,SMOS29.txt.precondition,The user must be logged in to the system as an administrator the user took the case of use Several Tet Tingloregister '' selects the date on which he wants to enter the information,0,0,0,0,0,0,0,0,1
SMOS3.txt,SMOS3.txt.name,Logout,1,1,1,0,1,1,0,0,0
SMOS3.txt,SMOS3.txt.description,allows a user to exit the system,1,1,0,0,1,1,0,0,0
SMOS3.txt,SMOS3.txt.actor,registered user,0,0,0,0,0,0,0,0,1
SMOS3.txt,SMOS3.txt.flow_of_events.0,Displays the login form,1,1,1,0,1,1,0,0,0
SMOS3.txt,SMOS3.txt.precondition,The user is logged in to the system Click on the logout button,0,0,0,0,0,0,0,0,1
SMOS3.txt,SMOS3.txt.postcondition,The user can re-log in to the system,1,1,0,0,1,1,0,0,1
SMOS30.txt,SMOS30.txt.postcondition,The delay data has been entered in the system and the system sent notifications to parents The system remains on the registry screen The administrator interrupts the operation Connection to the interrupted SMOS server,1,0,1,1,1,1,0,0,1
SMOS30.txt,SMOS30.txt.name,Insert Delay Admin,1,1,1,1,1,1,0,0,0
SMOS30.txt,SMOS30.txt.description,Register digitization data entry by the administrator,1,1,1,1,1,1,0,0,1
SMOS30.txt,SMOS30.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS30.txt,SMOS30.txt.flow_of_events.0,Fill out the form by entering students with delay and click Save '',1,0,0,0,1,1,0,0,1
SMOS30.txt,SMOS30.txt.flow_of_events.1,Update the screen displayed according to the date,1,0,1,0,1,1,0,0,0
SMOS30.txt,SMOS30.txt.flow_of_events.2,Send data to the server,1,0,1,0,1,1,0,0,0
SMOS30.txt,SMOS30.txt.flow_of_events.3,Displays the updated log data,1,1,1,1,1,1,0,0,0
SMOS30.txt,SMOS30.txt.precondition,The user must be logged in to the system as an administrator the user took the case of use Several Tet Tingloregister '' selects the date on which he wants to enter the information,0,0,0,0,0,0,0,0,1
SMOS31.txt,SMOS31.txt.name,Edit Absence,1,1,1,1,1,1,0,0,0
SMOS31.txt,SMOS31.txt.description,Changing absences by the administrator The change is to be intended as the integration cancellation of the absence,1,1,1,1,1,1,0,0,1
SMOS31.txt,SMOS31.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS31.txt,SMOS31.txt.flow_of_events.0,Change the absence insert or delete and click Save '',1,0,0,1,1,1,0,0,1
SMOS31.txt,SMOS31.txt.flow_of_events.1,Update the screen based on the selected date,1,0,1,0,1,1,0,0,0
SMOS31.txt,SMOS31.txt.flow_of_events.2,Send modified data to the server,1,0,1,0,1,1,0,0,0
SMOS31.txt,SMOS31.txt.flow_of_events.3,The system sends a grinding e-mail to the parent of the student,1,0,1,0,1,1,0,0,0
SMOS31.txt,SMOS31.txt.postcondition,The system has changed the selected absence and sent parents a modification notification The system remains on the registry screen The administrator interrupts the operation Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS31.txt,SMOS31.txt.precondition,The user must be logged in to the system as an administrator the user took the case of use Sview Tet Tingloregistration '' selects the date on which you want to change an absence,0,0,0,0,0,0,0,0,1
SMOS32.txt,SMOS32.txt.name,Edit Delay,1,1,1,1,1,1,0,0,0
SMOS32.txt,SMOS32.txt.description,Changing a delay by the administrator,1,1,0,1,1,1,0,0,1
SMOS32.txt,SMOS32.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS32.txt,SMOS32.txt.flow_of_events.0,The user edit the delay and click on Save '',1,1,1,0,1,1,0,0,1
SMOS32.txt,SMOS32.txt.flow_of_events.1,Update the screen based on the selected date,1,0,1,0,1,1,0,0,0
SMOS32.txt,SMOS32.txt.flow_of_events.2,The system sends the data modified to the server,1,1,1,0,1,1,0,0,0
SMOS32.txt,SMOS32.txt.postcondition,The system has changed the delays on the date inserted The system remains on the registry screen The administrator interrupts the operation Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS32.txt,SMOS32.txt.precondition,The user must be logged in to the system as an administrator the user did the case of use Sview Tet Tingloregistration '' selects the date on which you want to change the delay,0,0,0,0,0,0,0,0,1
SMOS33.txt,SMOS33.txt.name,Delete Delay,1,1,1,1,1,1,0,0,0
SMOS33.txt,SMOS33.txt.description,Elimination of a delay by the administrator,1,1,0,1,1,1,0,0,1
SMOS33.txt,SMOS33.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS33.txt,SMOS33.txt.flow_of_events.0,Remove the late input of a student and click Save '',1,0,1,0,1,1,0,0,1
SMOS33.txt,SMOS33.txt.flow_of_events.1,Update the screen based on the selected date,1,0,1,0,1,1,0,0,0
SMOS33.txt,SMOS33.txt.flow_of_events.2,Delete late entry from the archive,1,1,1,1,1,1,0,0,0
SMOS33.txt,SMOS33.txt.postcondition,The system has eliminated the delay The system remains on the registry screen The administrator interrupts the operation Connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS33.txt,SMOS33.txt.precondition,The user must be logged in to the system as an administrator the user took the case Split Ta Tt Allore Gloregistration '' selects the date he wants to eliminate a delay,0,0,0,0,0,0,0,0,1
SMOS34.txt,SMOS34.txt.name,View Listof Justifications,1,1,1,1,1,1,0,0,0
SMOS34.txt,SMOS34.txt.description,View the list of justifications,1,1,1,1,1,1,0,0,0
SMOS34.txt,SMOS34.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS34.txt,SMOS34.txt.flow_of_events.0,Show all the assences of the student School recorded selected the absences already justified come displayed in green those to justify in red during the year,1,1,1,1,1,1,0,0,0
SMOS34.txt,SMOS34.txt.postcondition,The system is displaying the list of justifications inherent to the student The administrator interrupts the connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
SMOS34.txt,SMOS34.txt.precondition,The user must be logged in to the system as an administrator the user has carried out the case of use Split Ta Tt Al Teloregistration '' click the justification '' button related to a student,0,0,0,0,0,0,0,0,1
SMOS35.txt,SMOS35.txt.name,View Notes List,1,1,1,1,1,1,0,0,0
SMOS35.txt,SMOS35.txt.description,View the list of notes concerning the student,1,1,1,1,1,1,0,0,0
SMOS35.txt,SMOS35.txt.actor,Administrator,0,0,0,0,0,0,0,0,1
SMOS35.txt,SMOS35.txt.flow_of_events.0,Show all the student notes recorded during the school year,1,1,1,1,1,1,0,0,0
SMOS35.txt,SMOS35.txt.postcondition,The system is displaying the list notes referred to the student The administrator interrupts the connection to the SMOS server interrupted,1,0,1,1,1,1,0,0,1
