ProjectID,file,ID,text,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
3,promise_reclass.csv,,The system shall be built such that it is as secure as possible from malicious interference.,0,0,0,0,0,0,1,1,0
3,promise_reclass.csv,,The system shall use the organization’s standard virus protection software to help monitor threats to itself.,0,0,0,0,0,0,1,1,0
3,promise_reclass.csv,,A cohort shall be associated to one Program of Study offered by the department.,1,0,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Students added to a cohort shall be eligible for the cohort’s Program of Study.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,For each class within a sequence for a cohort Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system identified by start month and year.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,A class shall be either a non-clinical class or a clinical class.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,A non-clinical class shall specify the course name lecture room requirements and instructor needs.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,A clinical class shall specify the course name lecture room requirements clinical site needs lecture instructor needs and clinical lab instructor needs.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff Members’ planning purposes.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The report of needed classes shall include (but not be limited to) classes to be offered number of sections needed number of labs needed and room types needed.,1,0,0,1,1,1,0,0,0
3,promise_reclass.csv,,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Clinical site information shall include (but not be limited to) the name of the site contact person and contact information.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,A clinical lab section shall include the clinical site name the class instructor day and time of the lab.,0,0,0,0,0,0,0,0,0
3,promise_reclass.csv,,Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,1,1,1,0,1,1,0,0,0
3,promise_reclass.csv,,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,A staff member shall have the ability to manage the progress of a part time student which includes modifying their sequence of classes and timeline of classes.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a printable summary for individual cohorts which will include the students enlisted the Program of study sequence of classes cohort progress through the program and timeline of completion.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter (Clinical site general information on labs held at that location dates and times of all labs held there).,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a printable summary for individual clinical labs which will include (but not be limited to) class name class number lab section listing of students enrolled instructor day(s) time and location.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a printable summary for individual nursing students which will include (but not be limited to) student name student ID admission date classes credits GPA and the cohort that the student is enrolled in.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,The system shall be able to display a printable summary of the system log.,1,1,0,0,1,1,0,0,0
3,promise_reclass.csv,,The system shall contain contact information (e-mail and phone number) for all people relevant to the system including (but not limited to) staff members students lecture instructors clinical lab instructors and clinical site administrators.,1,0,0,1,1,1,0,0,0
3,promise_reclass.csv,,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,The system will notify affected parties for routine communication purposes including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,The system will notify affected parties when changes occur affecting clinicals including but not limited to clinical section capacity changes and clinical section cancellations.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,The system will notify affected parties when changes occur affecting cohorts including but not limited to changes to the sequence for a cohort’s program of study and changes to a given week’s schedule (lab cancelled this week due to instructor illness).,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,The system will notify affected parties when changes occur affecting specific students including but not limited to changing a student’s status from full time to part time and moving a student to a different clinical section.,1,0,1,0,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier program of study preferred sequence of classes and quarters that a cohort will be taking specific classes.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name and required classes for that Program of Study.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site including the clinical site name site contact person contact information and address.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section including the clinical site name the department/section for the lab the class instructor day and time of lab and contact information.,1,1,0,1,1,1,0,0,0
3,promise_reclass.csv,,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student including student ID student name phone number e-mail status (full time or part time) and program of study.,1,1,0,1,1,1,0,0,0
4,promise_reclass.csv,,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,All screens created as part of the Disputes application must comply with corporate standards for interface creation.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The list of dispute cases that are displayed after a search is performed must be color coded for easy identification of dispute cases based upon the dispute case status.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,100% of merchant services representatives shall be able to successfully perform a follow up action on a dispute case on the first encounter after completing the training course.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall support 350 concurrent users without any degradation of performance in the application.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday – Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall interface with the Letters application. This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant’s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,Only users with Update access must be able to initiate dispute requests.,1,1,1,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes application shall ensure that only authorized users are allowed to logon to the application.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,All authorized users once authenticated must be able to logon to the Disputes System,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user’s access level. The report will be reviewed for auditing purposes.,1,1,0,0,1,1,0,0,0
4,promise_reclass.csv,,All additions of new users and modifications to user’s access shall be recorded on the User Report.,1,0,1,0,1,1,0,0,0
4,promise_reclass.csv,,If a user account is revoked it can only be re-instantiated by the System Administrator.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,Only the System Administrator shall be able to reset a revoked user logon account,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.,1,1,0,0,0,1,0,1,0
4,promise_reclass.csv,,All updates to data files or database must be initiated from the Disputes System.,0,0,0,0,0,0,0,0,0
4,promise_reclass.csv,,The Disputes application must conform to the legal requirements as specified by the Merchant Operating Regulations.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application must conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes application must maintain a detailed history of every action that a user takes on a dispute case. This ensures a complete audit trail if questions arise later on with regard to a particular dispute case.,1,0,0,1,0,1,0,1,0
4,promise_reclass.csv,,All actions that modify an existing dispute case must be recorded in the case history.,1,0,1,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes System must be accessible by both internal and external users.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System shall provide view access capability for authorized users of the application.,0,0,0,0,0,0,1,1,0
4,promise_reclass.csv,,The Disputes System shall provide update access capability for authorized users of the application.,1,1,0,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes System must allow the users to select disputable transactions (based on the age of the transaction) from a user interface and initiate a dispute (ticket retrieval request or chargeback notification) on the selected transaction.,1,1,0,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,1,1,0,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System will provide the user the ability to create or initiate a ticket retrieval request. As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request. The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.,1,1,0,1,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must allow the user to create three unique types of ticket retrieval requests. The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.,1,1,0,1,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.,1,0,1,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information  the dispute case number the type of retrieval requested (copy original or portfolio) and the date that the merchant response is due.,1,1,1,1,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System shall allow the user to create or initiate a chargeback request. The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.,1,1,1,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information  the dispute case number the type of chargeback requested (pending or immediate) and the date that the merchant response is due.,1,1,1,1,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,1,0,1,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.,1,1,0,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes System must provide the ability to view existing dispute cases.,1,1,0,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System must provide Search functionality. The search method must include the ability to search by (1) the dispute case number (2) the merchant account number (3) the cardmember account number and (4) the issuer number. In addition to the above criteria the search functionality must further allow the user to limit the results of the search by a date range the type of dispute (ticket retrieval request or chargeback notification) the case status (open closed or all) and the dispute reason code.,1,1,0,1,1,1,0,0,0
4,promise_reclass.csv,,A list of all disputes cases that meet the entered search criteria must be provided to the user. The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list. For example all open cases will be yellow and all closed cases will be gray.,1,1,0,0,0,1,0,1,0
4,promise_reclass.csv,,The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.,1,1,0,0,1,1,0,0,0
4,promise_reclass.csv,,The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions. The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.,1,1,1,0,1,1,0,0,0
4,promise_reclass.csv,,The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system. A detailed history of the actions taken on the case including the date and the user that performed the action must be maintained for auditing purposes.,1,1,1,0,1,1,0,0,0
4,promise_reclass.csv,,For any systematic (non-user initiated) action that occurs on a case such as the disputes aging process a case activity will be generated. Upon the next logon the user that initiated the dispute case must be notified that a systematic action has occurred on the dispute case.,1,1,1,0,1,1,0,0,0
4,promise_reclass.csv,,All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,1,0,1,0,0,1,0,1,0
4,promise_reclass.csv,,Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.,1,0,1,0,1,1,0,0,0
5,promise_reclass.csv,,The product must support Internet Explorer 5.5 and above.,0,0,0,0,0,0,1,1,0
5,promise_reclass.csv,,The product must support Mozilla Firefox 1.0 and above.,0,0,0,0,0,0,1,1,0
5,promise_reclass.csv,,The product shall interface with the Choice Parts System. This provides the feed of recycled parts data.,0,0,0,0,0,0,1,1,0
