file,ID,line,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
RQ2.txt,RQ2.txt.flow_of_events.11,The credential must be uniquely shared between the client and server in order to provide authentication of an individual client to an individual server,1,0,0,0,1,1,0,0,0
RQ2.txt,RQ2.txt.name,TERMINOLOGY,0,0,0,0,0,0,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.0,The EST client can request a copy of the current EST CA certificate s from the EST server,1,1,1,1,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.1,The EST client is assumed to perform this operation before performing other operations,1,0,1,0,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.2,Throughout this document we assume the EST CA has a certificate that is used by the client to verify signed objects issued by the CA eg,0,0,0,0,0,0,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.3,certificates and certificate revocation lists CR Ls and that a different certificate than the one used to verify signatures on certificates and CR Ls is used when EST protocol communication requires additional encryption,0,0,0,0,0,0,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.4,The EST client authenticates and verifies the authorization scope of the EST server when requesting the current CA certificate s,1,1,1,1,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.5,As detailed in Sections and available options include Verifying the EST server 's HTTPS URI against the EST server 's certificate using Implicit T As similar to a common HTTPS exchange,1,1,1,1,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.6,This allows the EST server and client to leverage existing T As that might be known to the EST client,1,1,1,0,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.7,The client can leverage a previously distributed trust anchor specific to the EST server,1,1,0,0,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.8,This allows the EST client to use an existing potentially older CA certificate to request a current CA certificate,1,0,1,1,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.9,For bootstrapping the EST client can rely upon manual authentication performed by the end-user as detailed in Section,1,1,0,0,1,1,0,0,1
RQ4.txt,RQ4.txt.flow_of_events.10,The client can leverage the binding of a shared credential to a specific EST server with a certificate-less TLS cipher suite,1,1,1,1,1,1,0,0,0
RQ4.txt,RQ4.txt.flow_of_events.11,Client authentication is not required for this exchange so it is trivially supported by the EST server,1,1,1,0,1,1,0,0,0
RQ4.txt,RQ4.txt.name,OBTAINING CA CERTIFICATES,1,1,1,1,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.0,After authenticating an EST server and verifying that it is authorized to provide services to the client an EST client can acquire a certificate for itself by submitting an enrollment request to that server,1,1,1,1,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.1,The EST server authenticates and authorizes the EST client as specified in Sections and,1,1,1,0,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.2,The methods described in the normative text that are discussed in this overview include TLS with a previously issued client certificate eg,1,1,0,0,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.3,an existing certificate issued by the EST CA TLS with a previously installed certificate eg,1,1,0,0,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.4,manufacturer- installed certificate or a certificate issued by some other party Certificate-less TLS eg,1,1,0,0,1,1,0,0,0
RQ5.txt,RQ5.txt.flow_of_events.5,with a shared credential distributed out-of-band HTTP-based with a usernamepassword distributed out-of-band,1,1,0,0,1,1,0,0,0
RQ5.txt,RQ5.txt.name,INTIAL ENROLLMENT,1,1,1,1,1,1,0,0,0
RQ6.txt,RQ6.txt.flow_of_events.0,If the EST client has a previously installed certificate issued by a third-party CA this certificate can be used to authenticate the client 's request for a certificate from the EST server if that CA is recognized by the EST server,1,1,1,1,1,1,0,0,0
RQ6.txt,RQ6.txt.flow_of_events.1,An EST client responds to the EST server 's TLS certificate request message with the existing certificate already held by the client,1,1,1,1,1,1,0,0,0
RQ6.txt,RQ6.txt.flow_of_events.2,The EST server will verify the client 's existing certificate and authorize the client 's request as described in Section,1,1,1,1,1,1,0,0,0
RQ6.txt,RQ6.txt.name,CERTIFICATE TLS AUTHENTICATION,1,1,1,1,1,1,0,0,0
RQ7.txt,RQ7.txt.flow_of_events.0,The EST client and EST server can be mutually authenticated using a certificate-less TLS cipher suite see Section,1,1,0,0,1,1,0,0,0
RQ7.txt,RQ7.txt.name,CERTIFICATE- LESS TLS AUTHENTICATION,1,1,1,1,1,1,0,0,0
RQ8.txt,RQ8.txt.flow_of_events.0,The EST server can optionally also request that the EST client submit a usernamepassword using the HTTP Basic or Digest authentication methods see Section,1,1,1,1,1,1,0,0,0
RQ8.txt,RQ8.txt.flow_of_events.1,This approach is desirable if the EST client can not be authenticated during the TLS handshake see Section or the EST server policy requires additional authentication information see Section,1,0,1,0,1,1,0,0,0
RQ8.txt,RQ8.txt.flow_of_events.2,In all cases HTTP-based client authentication is only to be performed over a TLS-protected transport see Section,1,0,1,0,1,1,0,0,0
RQ8.txt,RQ8.txt.name,HTTP- BASED CLIENT AUTHENTICATION,1,1,1,1,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.0,An EST client can renewrekey its existing client certificate by submitting a re-enrollment request to an EST server,1,1,1,1,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.1,When the current EST client certificate can be used for TLS client authentication Section the client presents this certificate to the EST server for client authentication,1,1,1,1,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.2,When the to be reissued EST client certificate can not be used for TLS client authentication any of the authentication methods used for initial enrollment can be used,1,0,1,0,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.3,For example if the client has an alternative certificate issued by the EST CA that can be used for TLS client authentication then it can be used,1,0,0,0,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.4,The certificate request message includes the same Subject and Subject Alt Name as the current certificate,1,0,0,1,1,1,0,0,0
RQ9.txt,RQ9.txt.flow_of_events.5,Name changes are requested as specified in Section,1,0,1,0,1,1,0,0,0
RQ9.txt,RQ9.txt.name,CLIENT CERTIFICATE REISSUANCE,1,1,1,1,1,1,0,0,0
RQ10.txt,RQ10.txt.flow_of_events.0,The EST client can request a server-generated certificate and key pair see Section,1,1,1,1,1,1,0,0,0
RQ10.txt,RQ10.txt.name,SERVER KEY GENERATION,1,1,1,1,1,1,0,0,0
RQ11.txt,RQ11.txt.flow_of_events.0,Full PKI Request RFC messages can be transported via EST using the Full CMC Request function,1,1,1,1,1,1,0,0,0
RQ11.txt,RQ11.txt.flow_of_events.1,This affords access to functions not provided by the Simple Enrollment functions,1,1,0,0,1,1,0,0,0
RQ11.txt,RQ11.txt.flow_of_events.2,Full PKI Request messages are defined in Sections and of RFC,0,0,0,0,0,0,0,0,0
RQ11.txt,RQ11.txt.flow_of_events.3,See Section for a discussion of how EST provides a transport for these messages,0,0,0,0,0,0,0,0,0
RQ11.txt,RQ11.txt.name,FULL PKI REQUEST MESSAGES,1,1,1,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.0,Figure provides an expansion of Figure describing how the layers are used,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.1,Each aspect is described in more detail in the sections that follow,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.2,EST Layering Protocols and uses -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Message types - Simple PKI '' messages incorporates proof-of-possession - CA certificate retrieval - Full PKI '' messages OPTIONAL incorporates proof-of-possession - CSR Attributes Request OPTIONAL - Server-generated key request OPTIONAL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- HTTP - HTTP headers and UR Is for control - Content- Type headers specify message type - Headers for controlerror messages - UR Is for selecting functions - Basic or Digest authentication OPTIONAL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- TLS for transport security - Authentication of the EST server - Authentication of the EST client OPTIONAL - Provides communications integrity and confidentiality - Supplies channel-binding RFC information to link proof-of-identity with message-based proof-of-possession OPTIONAL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Figure Specifying HTTPS as the secure transport for enrollment messages introduces two layers '' to communicate authentication and control messages TLS and HTTP,1,1,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.3,The TLS layer provides integrity and confidentiality during transport,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.4,The proof-of-identity is supplied by TLS handshake authentication and optionally also by the HTTP layer headers,1,0,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.5,The message type and controlerror messages are included in the HTTP headers,1,0,0,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.6,CMC RFC Section notes that the Simple PKI Request MUST NOT be used if a proof-of-identity needs to be included '',1,1,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.7,Since the TLS and HTTP layers can provide proof-of-identity for EST clients and servers the Simple PKI message types are used,1,0,1,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.8,The TLS layer certificate exchange provides a method for authorizing client enrollment requests using existing certificates,1,1,0,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.9,Such certificates may have been issued by the CA from which the client is requesting a certificate or they may have been issued under a distinct PKI eg,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.10,an IEEE AR Initial Device Identifier I Dev ID I Dev ID credential,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.11,Proof-of-possession POP is a distinct issue from proof-of-identity and is included in the Simple PKI message type as described in Section,1,1,0,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.12,A method of linking proof-of-identity and proof-of-possession is described in Section,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.13,This document also defines transport for CMC RFC that complies with the CMC Transport Protocols RFC,1,1,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.14,CMC 's POP and proof-of-identity mechanisms are defined in CMC but the mechanisms here can also be used in conjunction with those mechanisms in Full PKI '' messages,1,0,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.15,During protocol exchanges different certificates can be used,1,1,0,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.16,The following table provides an informative overview,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.17,End-entities can have one or more certificates of each type listed in Figure and use one or more trust anchor databases of each type listed in Figure,1,1,0,1,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.18,Certificates and their corresponding uses -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - Certificate Issuer Use and section references EST server The CA served by Presented by the EST server certificate the EST server during the TLS handshake,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.19,Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - EST server A CA Presented by the EST server certificate authenticatable by during the TLS handshake,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.20,a third-party TA eg,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.21,a web server Section and CA Security Considerations -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - Third-party A CA Presented by the EST client EST client authenticatable by to the EST server by clients certificate a third-party TA that have not yet enrolled,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.22,eg,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.23,a device manufacturer Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - EST client The CA served by Presented to the EST server certificate the EST server during future EST operations,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.24,Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - End-entity The CA served by Clients can obtain certs certificate the EST server that are intended for non- EST uses,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.25,This includes certs that can not be used for EST operations,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.26,Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - Figure Trust anchor databases and their corresponding uses -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- TA database Use and section references EST server EST servers use this TA database to authenticate Explicit certificates issued by the EST CA including EST TA database client certificates during enrollre-enroll operations,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.27,Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- EST server EST servers use this TA database to authenticate Implicit certificates issued by third-party T As TA database eg,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.28,EST client certificates issued by a device manufacturer,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.29,An Implicit TA database can be disabled,1,1,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.30,Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- EST client EST clients use this TA database to authenticate Explicit certificates issued by the EST CA including EST TA database server certificates,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.31,Sections and -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- EST client EST clients use this TA database to Implicit authenticate an EST server that uses an externally TA database issued certificate,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.32,An Implicit TA database can be disabled,1,1,0,0,1,1,0,0,0
RQ13.txt,RQ13.txt.flow_of_events.33,Sections and Security Considerations -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- Figure,0,0,0,0,0,0,0,0,0
RQ13.txt,RQ13.txt.name,PROTOCOL DESIGN AND LAYERING,1,1,1,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.0,The EST client MUST be capable of generating and parsing Simple PKI messages see Section,1,1,1,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.1,Generating and parsing Full PKI messages is OPTIONAL see Section,1,1,1,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.2,The client MUST also be able to request CA certificates from the EST server and parse the returned bag '' of certificates see Section,1,1,1,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.3,Requesting CSR attributes and parsing the returned list of attributes is OPTIONAL see Section,1,1,1,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.4,Details of the EST client application configuration are out of scope of the protocol discussion but are necessary for understanding the prerequisites of initiating protocol operations,0,0,0,0,0,0,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.5,The EST client is RECOMMENDED to be configured with TA databases for Section or with a secret key for Section,1,1,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.6,Implementations conforming to this standard MUST provide the ability to designate Explicit T As,1,1,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.7,For human usability reasons a fingerprint '' of an Explicit TA database entry can be configured for bootstrapping as discussed in Section,1,1,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.8,Configuration of an Implicit TA database perhaps by its inclusion within the EST client distribution or available from the operating system provides flexibility along with the caveats detailed in Section,0,0,0,0,0,0,1,1,0
RQ14.txt,RQ14.txt.flow_of_events.9,Implementations conforming to this standard MUST provide the ability to disable use of any Implicit TA database,1,1,0,0,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.10,The EST client is configured with sufficient information to form the EST server URI,1,0,1,0,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.11,This can be the full operation path segment eg,1,0,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.12,https wwwexamplecomwell-knownest or https wwwexamplecomwell-knownestarbitrary Label or the EST client can be configured with a tuple composed of the authority portion of the URI along with the OPTIONAL label eg,1,0,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.flow_of_events.13,wwwexamplecom '' and arbitrary Label '' or just the authority portion of the URI,1,0,0,1,1,1,0,0,0
RQ14.txt,RQ14.txt.name,APPLICATION LAYER,1,1,1,1,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.0,HTTP is used to transfer EST messages,1,1,0,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.1,UR Is are defined for handling each media type ie,1,0,0,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.2,message type as described in Section,0,0,0,0,0,0,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.3,HTTP is also used for client authentication services when TLS client authentication is not available due to the lack of a client certificate suitable for use by TLS see Section,1,1,1,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.4,HTTP authentication can also be used in addition to TLS client authentication if the EST server wishes additional authentication information as noted in Section,1,1,1,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.5,Registered media types are used to convey EST messages as specified in Figure,1,1,0,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.6,HTTP RFC and above support persistent connections,1,1,0,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.7,As described in Section of RFC persistent connections may be used to reduce network and processing loads associated with multiple HTTP requests,1,1,0,0,1,1,0,0,0
RQ15.txt,RQ15.txt.flow_of_events.8,EST does not require or preclude persistent HTTP connections,0,0,0,0,0,0,1,1,0
RQ15.txt,RQ15.txt.name,HTTP LAYER,1,1,1,0,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.0,The HTTP Status value is used to communicate success or failure of an EST function,1,1,1,1,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.1,HTTP authentication is used by a client when requested by the server,1,1,1,0,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.2,The media types specified in the HTTP Content- Type header indicate which EST message is being transferred,1,0,1,1,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.3,Media types used by EST are specified in Section,0,0,0,0,0,0,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.4,HTTP redirections xx status codes to the same web origin see RFC SHOULD be handled by the client without user input so long as all applicable security checks Sections and have been enforced on the initial connection,1,0,1,1,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.5,The client initiates a new TLS connection and performs all applicable security checks when redirected to other web origin servers,1,1,1,0,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.6,Redirections to other web origins require the EST client to obtain user input for non- GET or HEAD requests as specified in RFC,1,0,1,1,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.7,Additionally if the client has already generated a CSR that includes linking identity and POP information Section then the CSR will need to be recreated to incorporate the tls-unique from the new redirected session,1,0,1,1,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.8,Note the key pair need not be regenerated,1,0,1,0,1,1,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.9,These are processing and interface burdens on the client,0,0,0,0,0,0,0,0,0
RQ16.txt,RQ16.txt.flow_of_events.10,EST server administrators are advised to take this into consideration,0,0,0,0,0,0,0,0,0
RQ16.txt,RQ16.txt.name,HTTP HEADERS FOR CONTROL,1,1,1,1,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.0,The EST server MUST support the use of the path-prefix of well- known '' as defined in RFC and the registered name of est '',1,1,0,0,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.1,Thus a valid EST server URI path begins with https wwwexamplecomwell-knownest '',1,0,1,1,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.2,Each EST operation is indicated by a path-suffix that indicates the intended operation Operations and their corresponding UR Is -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Operation Operation path Details Distribution of CA cacerts Section Certificates MUST -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Enrollment of simpleenroll Section Clients MUST -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Re-enrollment of simplereenroll Section Clients MUST -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Full CMC OPTIONAL fullcmc Section -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Server- Side Key serverkeygen Section Generation OPTIONAL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - CSR Attributes csrattrs Section OPTIONAL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- - -- -- -- -- -- -- -- -- -- - Figure The operation path Figure is appended to the path-prefix to form the URI used with HTTP GET or POST to perform the desired EST operation,0,0,0,0,0,0,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.3,An example valid URI absolute path for the cacerts '' operation is well-knownestcacerts '',0,0,0,0,0,0,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.4,To retrieve the CA 's certificates the EST client would use the following HTTP request-line GET well-knownestcacerts HTTP Likewise to request a new certificate in this example scheme the EST client would use the following request-line POST well-knownestsimpleenroll HTTP The use of distinct operation paths simplifies implementation for servers that do not perform client authentication when distributing cacerts responses,1,1,1,1,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.5,An EST server MAY provide service for multiple C As as indicated by an OPTIONAL additional path segment between the registered application name and the operation path,1,1,1,0,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.6,To avoid conflict the CA label MUST NOT be the same as any defined operation path segment,1,0,1,1,1,1,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.7,The EST server MUST provide services regardless of whether the additional path segment is present,0,0,0,0,0,0,1,1,0
RQ17.txt,RQ17.txt.flow_of_events.8,The following are three example valid UR Is https wwwexamplecomwell-knownestcacerts https wwwexamplecomwell-knownestarbitrary Labelcacerts https wwwexamplecomwell-knownestarbitrary Labelcacerts In this specification the distinction between enroll and renewrekey is explicitly indicated by the HTTP URI,0,0,0,0,0,0,0,0,0
RQ17.txt,RQ17.txt.flow_of_events.9,When requesting fullcmc operations CMC RFC uses the same messages for certificate renewal and certificate rekey,1,0,1,1,1,1,0,0,0
