file,ID,text,functional,Function,Behavior,Data,OnlyF,F,OnlyQ,Q,UserRelated
EA3.txt,EA3.txt.name,Authentication Employee,1,1,1,1,1,1,0,0,0
EA3.txt,EA3.txt.postcondition,The employee has successfully logged in OR In the case where the employee enters incorrect login andor password the system calls the use case Data Errati OR In case the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA3.txt,EA3.txt.precondition,The employee has been granted access to the system,0,0,0,0,0,0,0,0,1
EA3.txt,EA3.txt.quality_requirement,The username string is present in the system is well-formed contains characters az AZ - edlength less than characters and is not empty The password string is present in the system is well formed contains characters az AZ - and has a length between and characters,0,0,0,0,0,0,0,0,0
EA4.txt,EA4.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA4.txt,EA4.txt.flow_of_events.0,The clerk presses the citizen delete button,1,0,0,0,1,1,0,0,1
EA4.txt,EA4.txt.flow_of_events.1,The system asks the clerk for confirmation,1,0,1,0,1,1,0,0,0
EA4.txt,EA4.txt.flow_of_events.2,The clerk confirms the operation,1,0,0,0,1,1,0,0,1
EA4.txt,EA4.txt.flow_of_events.3,The system deletes the citizen,1,1,1,1,1,1,0,0,0
EA4.txt,EA4.txt.name,Cancellation Citizen,1,1,1,1,1,1,0,0,0
EA4.txt,EA4.txt.postcondition,The clerk does not confirm the operation OR The system deletes the citizen OR In the case where the service is not available the use case is invoked of use Service Not Available,1,0,1,1,1,1,0,0,1
EA4.txt,EA4.txt.precondition,The employee has authenticated into the system This use case includes Search Citizen and occurs when the clerk wants to delete a citizen,0,0,0,0,0,0,0,0,1
EA4.txt,EA4.txt.quality_requirement,Not expected,0,0,0,0,0,0,0,0,0
EA5.txt,EA5.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA5.txt,EA5.txt.flow_of_events.0,The administrator presses the delete-employee button,1,0,0,0,1,1,0,0,1
EA5.txt,EA5.txt.flow_of_events.1,The system asks the administrator for confirmation,1,0,1,0,1,1,0,0,0
EA5.txt,EA5.txt.flow_of_events.2,The administrator confirms the operation,1,0,0,0,1,1,0,0,1
EA5.txt,EA5.txt.flow_of_events.3,The system deletes the employee,1,1,1,1,1,1,0,0,0
EA5.txt,EA5.txt.name,Deletion Employee,1,1,1,1,1,1,0,0,0
EA5.txt,EA5.txt.postcondition,The administrator does not confirm the operation OR The system deletes the employee OR In the case where the service is not available the use case is invoked use case Service Not Available is invoked,1,0,1,1,1,1,0,0,1
EA5.txt,EA5.txt.precondition,The administrator has authenticated into the system This use case includes Search Employee and occurs when the administrator wants to delete an employee,0,0,0,0,0,0,0,0,1
EA5.txt,EA5.txt.quality_requirement,The freshman string is present in the system consists of numeric characters only and is characters long The name string must be present in the system and associated with the last name can contain characters az AZ ' and must have a maximum length of characters The string last name must be present in the system and associated with the first name may contain characters az AZ ' and must have a maximum length of characters,0,0,0,0,0,0,0,0,0
EA6.txt,EA6.txt.actor,Initiated by employee,0,0,0,0,0,0,0,0,1
EA6.txt,EA6.txt.flow_of_events.0,The clerk logs into the system and activates the citizen registration process,1,1,0,0,1,1,0,0,1
EA6.txt,EA6.txt.flow_of_events.1,The system displays the form for entering a new citizen,1,1,1,0,1,1,0,0,0
EA6.txt,EA6.txt.flow_of_events.2,The clerk enters the citizen 's data and submits the registration request,1,0,0,0,1,1,0,0,1
EA6.txt,EA6.txt.flow_of_events.3,The system receives the form checks that the citizen entered by the clerk is not already in the system,1,0,1,0,1,1,0,0,0
EA6.txt,EA6.txt.name,Entry Citizen,1,1,1,1,1,1,0,0,0
EA6.txt,EA6.txt.postcondition,The system registers the Employee OR In the case where the employee enters a citizen already in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA6.txt,EA6.txt.precondition,The clerk has authenticated in the system,0,0,0,0,0,0,0,0,1
EA6.txt,EA6.txt.quality_requirement,The name string may contain characters az AZ ' and be less than characters long and not empty The last name string may contain characters az AZ ' and has length less than characters and is not empty The Tax Code string must be current to regulations and has a length of characters The Date of Birth string must be an existing date and be ddmmyyyyy of numeric type dd from to mm from to yyyy from to present The birthplace string can contain characters az AZ ' and a length of less than characters and not empty Email string has format x xx and has a length less than characters and non-empty Household ID string must be present in the system must contain only numeric characters and must be greater than,0,0,0,0,0,0,0,0,0
EA7.txt,EA7.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA7.txt,EA7.txt.flow_of_events.0,The administrator logs into the system via administrative terminal and activates the procedure of Employee registration,1,1,0,0,1,1,0,0,1
EA7.txt,EA7.txt.flow_of_events.1,The system displays the form for entering a new employee,1,0,1,0,1,1,0,0,0
EA7.txt,EA7.txt.flow_of_events.2,The Administrator enters the Employee 's data and submits the registration request,1,0,0,0,1,1,0,0,1
EA7.txt,EA7.txt.flow_of_events.3,The system receives the form verifies that the registration number entered by the Administrator is not already in the system and generates a password saves the entered data and displays a notification of successful registration with the password assigned to the Employee,1,1,1,1,1,1,0,0,0
EA7.txt,EA7.txt.name,Entry Employee,1,1,1,1,1,1,0,0,0
EA7.txt,EA7.txt.postcondition,The system registers the Employee OR In the case where the Administrator enters a serial number already in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA7.txt,EA7.txt.precondition,The administrator has authenticated into the system,0,0,0,0,0,0,0,0,1
EA7.txt,EA7.txt.quality_requirement,The name string may contain characters such as az AZ ' and must be less than in length and not empty The surname string can contain characters such as az AZ ' and must have length less than and not empty Email string consists of x xx and has a length less than characters Matriculation string contains only numeric characters is equal to characters The username string is not already in the system is well formed contains characters az AZ - and has length less than characters and is not empty Password string is well formed contains characters az AZ - and has length between and characters The password confirmation string must be consistent with the password entered,0,0,0,0,0,0,0,0,0
EA8.txt,EA8.txt.actor,Started by Administrator,0,0,0,0,0,0,0,0,1
EA8.txt,EA8.txt.flow_of_events.0,The administrator wants to end the work session and clicks on the Logout button,1,1,0,0,1,1,0,0,1
EA8.txt,EA8.txt.flow_of_events.1,The system logs the administrator out of the system and returns to the main screen,1,1,1,0,1,1,0,0,0
EA8.txt,EA8.txt.name,Logout Administrator,1,1,1,0,1,1,0,0,0
EA8.txt,EA8.txt.precondition,The administrator has logged into the system Logout condition The system closes the administrator 's session,0,0,0,0,0,0,0,0,1
EA8.txt,EA8.txt.quality_requirement,Not provided,0,0,0,0,0,0,0,0,0
EA9.txt,EA9.txt.actor,Initiated by citizen,0,0,0,0,0,0,0,0,1
EA9.txt,EA9.txt.flow_of_events.0,Citizen wants to end the work session and clicks on the Logout button,1,1,0,0,1,1,0,0,1
EA9.txt,EA9.txt.flow_of_events.1,The system logs the citizen out of the system and returns to the main screen,1,1,1,0,1,1,0,0,0
EA9.txt,EA9.txt.name,Logout Citizen,1,1,1,0,1,1,0,0,0
EA9.txt,EA9.txt.precondition,The citizen has logged into the system Logout condition The system closes the citizen 's session,0,0,0,0,0,0,0,0,1
EA9.txt,EA9.txt.quality_requirement,Not provided,0,0,0,0,0,0,0,0,0
EA10.txt,EA10.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA10.txt,EA10.txt.flow_of_events.0,The employee wants to end the work session and clicks on the Logout button,1,1,0,0,1,1,0,0,1
EA10.txt,EA10.txt.flow_of_events.1,The system logs the employee out of the system and returns to the main screen,1,1,1,0,1,1,0,0,0
EA10.txt,EA10.txt.name,Logout Employee,1,1,1,0,1,1,0,0,0
EA10.txt,EA10.txt.precondition,The employee has logged into the system Logout condition The system closes the employee 's session,0,0,0,0,0,0,0,0,1
EA10.txt,EA10.txt.quality_requirement,Not provided,0,0,0,0,0,0,0,0,0
EA11.txt,EA11.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA11.txt,EA11.txt.flow_of_events.0,The clerk presses the edit citizen button,1,1,0,0,1,1,0,0,1
EA11.txt,EA11.txt.flow_of_events.1,The system displays a form for editing the citizen,1,1,1,1,1,1,0,0,0
EA11.txt,EA11.txt.flow_of_events.2,The employee enters the data,1,0,0,0,1,1,0,0,1
EA11.txt,EA11.txt.flow_of_events.3,The system saves the changes made,1,0,1,0,1,1,0,0,0
EA11.txt,EA11.txt.name,Edit Citizen,1,1,1,1,1,1,0,0,0
EA11.txt,EA11.txt.postcondition,The system modifies the citizen OR In the case where the service is not available the use case is invoked of use Service Not Available,1,0,1,1,1,1,0,0,0
EA11.txt,EA11.txt.precondition,The employee has authenticated into the system This use case includes Search Citizen and occurs when the clerk wants to edit a citizen,0,0,0,0,0,0,0,0,1
EA11.txt,EA11.txt.quality_requirement,Not Provided,0,0,0,0,0,0,0,0,0
EA12.txt,EA12.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA12.txt,EA12.txt.flow_of_events.0,Administrator accesses the email edit form,1,1,0,0,1,1,0,0,1
EA12.txt,EA12.txt.flow_of_events.1,The system shows the form the new e-mail entry,1,1,1,0,1,1,0,0,0
EA12.txt,EA12.txt.flow_of_events.2,The administrator enters the new e-mail and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA12.txt,EA12.txt.flow_of_events.3,The system updates the new email,1,1,1,1,1,1,0,0,0
EA12.txt,EA12.txt.name,Edit E Mail Administrator,1,1,1,1,1,1,0,0,0
EA12.txt,EA12.txt.postcondition,The system saves the new e-mail The system detects an error and retrieves the use case Data Errati OR In the case where the service is not available the use case Service Not Available is invoked,1,0,1,1,1,1,0,0,0
EA12.txt,EA12.txt.precondition,The administrator has authenticated into the system,0,0,0,0,0,0,0,0,1
EA12.txt,EA12.txt.quality_requirement,Not Provided,0,0,0,0,0,0,0,0,0
EA13.txt,EA13.txt.actor,Started by Citizen,0,0,0,0,0,0,0,0,1
EA13.txt,EA13.txt.flow_of_events.0,Citizen accesses the e-email edit form,1,1,0,0,1,1,0,0,1
EA13.txt,EA13.txt.flow_of_events.1,The system shows the form the enter the new email,1,1,1,1,1,1,0,0,0
EA13.txt,EA13.txt.flow_of_events.2,The citizen enters the new e-mail and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA13.txt,EA13.txt.flow_of_events.3,The system updates the new e-mail,1,1,1,1,1,1,0,0,0
EA13.txt,EA13.txt.name,Edit E Mail Citizen,1,1,1,1,1,1,0,0,0
EA13.txt,EA13.txt.postcondition,The system saves the new email The system detects an error and retrieves the use case Dati Errati OR In the case where the service is not available the use case Service Not Available is invoked,1,0,1,1,1,1,0,0,0
EA13.txt,EA13.txt.precondition,The citizen has authenticated in the system,0,0,0,0,0,0,0,0,1
EA13.txt,EA13.txt.quality_requirement,Not Provided,0,0,0,0,0,0,0,0,0
EA14.txt,EA14.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA14.txt,EA14.txt.flow_of_events.0,The 'employee accesses the edit-email form,1,1,0,0,1,1,0,0,1
EA14.txt,EA14.txt.flow_of_events.1,The system shows the form the entry of the new e-mail,1,1,1,0,1,1,0,0,0
EA14.txt,EA14.txt.flow_of_events.2,The employee enters the new e-mail and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA14.txt,EA14.txt.flow_of_events.3,The system updates the new e-mail,1,1,1,1,1,1,0,0,0
EA14.txt,EA14.txt.name,Edit E Mail Employee,1,1,1,1,1,1,0,0,0
EA14.txt,EA14.txt.postcondition,The system saves the new e-mail The system detects an error and retrieves the use case Data Errati OR In the case where the service is not available the use case Service Not Available is invoked,1,0,1,1,1,1,0,0,0
EA14.txt,EA14.txt.precondition,The 'employee has authenticated into the system,0,0,0,0,0,0,0,0,1
EA14.txt,EA14.txt.quality_requirement,Not Provided,0,0,0,0,0,0,0,0,0
EA15.txt,EA15.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA15.txt,EA15.txt.flow_of_events.0,The administrator presses the edit-employee button,1,1,0,0,1,1,0,0,1
EA15.txt,EA15.txt.flow_of_events.1,The system displays a form for editing the clerk,1,1,1,1,1,1,0,0,0
EA15.txt,EA15.txt.flow_of_events.2,The administrator enters the data,1,0,0,0,1,1,0,0,1
EA15.txt,EA15.txt.flow_of_events.3,The system saves the changes made,1,0,1,0,1,1,0,0,0
EA15.txt,EA15.txt.name,Edit Employee,1,1,1,1,1,1,0,0,0
EA15.txt,EA15.txt.postcondition,The system modifies the 'employee OR In the case where the service is not available the use case is invoked of use Service Not Available,1,0,1,1,1,1,0,0,0
EA15.txt,EA15.txt.precondition,The administrator has authenticated into the system This use case includes Search Employee and occurs when the administrator wants to edit an employee,0,0,0,0,0,0,0,0,1
EA15.txt,EA15.txt.quality_requirement,Not Provided,0,0,0,0,0,0,0,0,0
EA16.txt,EA16.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA16.txt,EA16.txt.flow_of_events.0,The administrator wants to change the password and presses the change password button,1,1,0,0,1,1,0,0,1
EA16.txt,EA16.txt.flow_of_events.1,The system displays the form for entering the old password,1,1,1,1,1,1,0,0,0
EA16.txt,EA16.txt.flow_of_events.2,The administrator enters the old password the new password and presses the confirm button,1,0,0,0,1,1,0,0,1
EA16.txt,EA16.txt.flow_of_events.3,The system notifies that the password has been changed,1,1,1,0,1,1,0,0,0
EA16.txt,EA16.txt.name,Edit Password Administrator,1,1,1,1,1,1,0,0,0
EA16.txt,EA16.txt.postcondition,The password is changed OR In the case where the administrator enters a password of less than characters or the old password is incorrect the system calls the use case Data Errati OR In case the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA16.txt,EA16.txt.precondition,The 'administrator has authenticated into the system,0,0,0,0,0,0,0,0,1
EA16.txt,EA16.txt.quality_requirement,Not expected,0,0,0,0,0,0,0,0,0
EA17.txt,EA17.txt.actor,Started by citizen,0,0,0,0,0,0,0,0,1
EA17.txt,EA17.txt.flow_of_events.0,Citizen wants to change password and presses the change password button,1,1,0,0,1,1,0,0,1
EA17.txt,EA17.txt.flow_of_events.1,The system displays the form for entering the old password and the new password,1,1,1,1,1,1,0,0,0
EA17.txt,EA17.txt.flow_of_events.2,The citizen enters the old password the new password and presses the confirm button,1,0,0,0,1,1,0,0,1
EA17.txt,EA17.txt.flow_of_events.3,The system notifies that the password has been changed,1,1,1,0,1,1,0,0,0
EA17.txt,EA17.txt.name,Edit Password Citizen,1,1,1,1,1,1,0,0,0
EA17.txt,EA17.txt.postcondition,The password is changed OR In case the citizen enters a password of less than characters or the old password is incorrect the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA17.txt,EA17.txt.precondition,The citizen has authenticated into the system,0,0,0,0,0,0,0,0,1
EA17.txt,EA17.txt.quality_requirement,The password string consists of az AZ- and is between and characters long The string is not consistent with the password entered,0,0,0,0,0,0,0,0,0
EA18.txt,EA18.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA18.txt,EA18.txt.flow_of_events.0,The employee wants to change the password and presses the change password button,1,1,0,0,1,1,0,0,1
EA18.txt,EA18.txt.flow_of_events.1,The system displays the form for entering the old password and the new one,1,1,1,1,1,1,0,0,0
EA18.txt,EA18.txt.flow_of_events.2,The employee enters the old password the new password and presses the confirm button,1,0,0,0,1,1,0,0,1
EA18.txt,EA18.txt.flow_of_events.3,The system notifies that the password has been changed,1,1,1,0,1,1,0,0,0
EA18.txt,EA18.txt.name,Edit Password Employee,1,1,1,1,1,1,0,0,0
EA18.txt,EA18.txt.postcondition,The password is changed OR In the case where the employee enters a password of less than characters or the old password is incorrect the system calls the use case Data Errati OR In case the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA18.txt,EA18.txt.precondition,The 'employee has authenticated into the system,0,0,0,0,0,0,0,0,1
EA18.txt,EA18.txt.quality_requirement,Not expected,0,0,0,0,0,0,0,0,0
EA19.txt,EA19.txt.actor,Started by Citizen,0,0,0,0,0,0,0,0,1
EA19.txt,EA19.txt.flow_of_events.0,Citizen has forgotten password and presses on the Recover Password button,1,1,0,0,1,1,0,0,1
EA19.txt,EA19.txt.flow_of_events.1,The system displays the password recovery screen that requires entering the user name and ID card code,1,1,1,0,1,1,0,0,0
EA19.txt,EA19.txt.flow_of_events.2,The citizen enters hisher data and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA19.txt,EA19.txt.flow_of_events.3,The system verifies the correctness of the data and sends the password to the citizen 's email address,1,1,1,1,1,1,0,0,0
EA19.txt,EA19.txt.name,Recover Password Citizen,1,1,1,1,1,1,0,0,0
EA19.txt,EA19.txt.postcondition,The system has sent the password OR In the case where the administrator enters a matriculation number that is not in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA19.txt,EA19.txt.precondition,The citizen has authenticated in the system,0,0,0,0,0,0,0,0,1
EA19.txt,EA19.txt.quality_requirement,The username string present in the system and associated with the ID card holder is well formed contains characters az AZ - and is less than characters long and is not empty Identity Card string is present in the system is well formed X Xnnnnnnn X letter n number and has a length equal to characters,0,0,0,0,0,0,0,0,0
EA20.txt,EA20.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA20.txt,EA20.txt.flow_of_events.0,The administrator has forgotten the password and presses the password recovery button,1,1,0,0,1,1,0,0,1
EA20.txt,EA20.txt.flow_of_events.1,The system shows the form for entering the freshman,1,1,1,1,1,1,0,0,0
EA20.txt,EA20.txt.flow_of_events.2,The administrator enters hisher matriculation number and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA20.txt,EA20.txt.flow_of_events.3,The system verifies the data and sends the password to the administrator 's email address,1,1,1,1,1,1,0,0,0
EA20.txt,EA20.txt.name,Recovery Password Administrator,1,1,1,1,1,1,0,0,0
EA20.txt,EA20.txt.postcondition,The system sends the password OR In the case where the administrator enters a serial number that is not in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA20.txt,EA20.txt.precondition,The administrator has access to the system,0,0,0,0,0,0,0,0,1
EA20.txt,EA20.txt.quality_requirement,Not expected,0,0,0,0,0,0,0,0,0
EA21.txt,EA21.txt.actor,Started by employee,0,0,0,0,0,0,0,0,1
EA21.txt,EA21.txt.flow_of_events.0,The employee has forgotten the password and presses the password recovery button,1,1,0,0,1,1,0,0,1
EA21.txt,EA21.txt.flow_of_events.1,The system displays the form for entering the matriculation number,1,1,1,0,1,1,0,0,0
EA21.txt,EA21.txt.flow_of_events.2,The employee enters hisher matriculation number and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA21.txt,EA21.txt.flow_of_events.3,The system verifies the data and sends the password to the employee 's email address,1,1,1,1,1,1,0,0,0
EA21.txt,EA21.txt.name,Recovery Password Employee,1,1,1,1,1,1,0,0,0
EA21.txt,EA21.txt.postcondition,The system sends the password OR In the case where the employee enters a serial number that is not in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA21.txt,EA21.txt.precondition,The employee has authenticated into the system,0,0,0,0,0,0,0,0,1
EA21.txt,EA21.txt.quality_requirement,Not expected,0,0,0,0,0,0,0,0,0
EA22.txt,EA22.txt.actor,Started by Citizen,0,0,0,0,0,0,0,0,1
EA22.txt,EA22.txt.flow_of_events.0,Citizen accesses the registration form,1,1,0,0,1,1,0,0,1
EA22.txt,EA22.txt.flow_of_events.1,The system displays the form for registration,1,1,1,1,1,1,0,0,0
EA22.txt,EA22.txt.flow_of_events.2,The citizen enters hisher data and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA22.txt,EA22.txt.flow_of_events.3,The system verifies the correctness of the data saves them and sends an e-mail of successful registration to the citizen,1,1,1,0,1,1,0,0,0
EA22.txt,EA22.txt.name,Registration Citizen,1,1,1,1,1,1,0,0,0
EA22.txt,EA22.txt.postcondition,The system registers the citizen OR In case the citizen enters incorrect data the system calls the case use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA22.txt,EA22.txt.precondition,The citizen has accessed the system,0,0,0,0,0,0,0,0,1
EA22.txt,EA22.txt.quality_requirement,The name string corresponding to the name of the ID card holder is well formed contains characters az AZ ' and is less than characters long and is not empty The string of the last name corresponding to the first name of the ID card holder is well-formed contains characters az AZ ' and has length less than characters and is not empty The string of the Tax Code corresponding to the actual tax code of the holder is in accordance with regulations and has length of characters The Identity Card string is present in the system consists of X Xnnnnnnn X letter n number and has length of characters The email string consists of x xx and has a length of less than characters and is not empty The username string is not already in the system is well formed contains characters az AZ - and has length less than characters and is not empty The password string is well formed contains characters az AZ - and has a length between and characters,0,0,0,0,0,0,0,0,0
EA23.txt,EA23.txt.actor,Started by Citizen,0,0,0,0,0,0,0,0,1
EA23.txt,EA23.txt.flow_of_events.0,Citizen accesses the registration form,1,1,0,0,1,1,0,0,1
EA23.txt,EA23.txt.flow_of_events.1,The system displays the form for registration,1,1,1,1,1,1,0,0,0
EA23.txt,EA23.txt.flow_of_events.2,The citizen enters hisher data and presses the confirmation button,1,0,0,0,1,1,0,0,1
EA23.txt,EA23.txt.flow_of_events.3,The system verifies the correctness of the data saves them and sends an e-mail of successful registration to the citizen,1,1,1,0,1,1,0,0,0
EA23.txt,EA23.txt.name,Registration Citizen,1,1,1,1,1,1,0,0,0
EA23.txt,EA23.txt.postcondition,The system registers the citizen OR In case the citizen enters incorrect data the system calls the case use case Data Errati OR In the case where the service is not available the use case Service Not Available is called,1,0,1,1,1,1,0,0,1
EA23.txt,EA23.txt.precondition,The citizen has accessed the system,0,0,0,0,0,0,0,0,1
EA23.txt,EA23.txt.quality_requirement,The name string corresponding to the name of the ID card holder is well formed contains characters az AZ ' and is less than characters long and is not empty The string of the last name corresponding to the first name of the ID card holder is well-formed contains characters az AZ ' and has length less than characters and is not empty The string of the Tax Code corresponding to the actual tax code of the holder is in accordance with regulations and has length of characters The Identity Card string is present in the system consists of X Xnnnnnnn X letter n number and has length of characters The email string consists of x xx and has a length of less than characters and is not empty The username string is not already in the system is well formed contains characters az AZ - and has length less than characters and is not empty The password string is well formed contains characters az AZ - and has a length between and characters,0,0,0,0,0,0,0,0,0
EA24.txt,EA24.txt.actor,Started by administrator,0,0,0,0,0,0,0,0,1
EA24.txt,EA24.txt.flow_of_events.0,The administrator presses on the Search Employee button,1,0,0,0,1,1,0,0,1
EA24.txt,EA24.txt.flow_of_events.1,The system displays the form to search for an employee,1,1,1,0,1,1,0,0,0
EA24.txt,EA24.txt.flow_of_events.2,The administrator performs a search using the employee 's data,1,1,0,1,1,1,0,0,1
EA24.txt,EA24.txt.flow_of_events.3,The system returns the data of the searched employee,1,1,1,1,1,1,0,0,0
EA24.txt,EA24.txt.name,Research Employee,1,1,1,1,1,1,0,0,0
EA24.txt,EA24.txt.postcondition,The system displays the screen of the clerk OR In the case where the clerk is not found the system retrieves the use case Data Errati OR In case the administrator wants to delete an employee the system calls the use case Delete Employee OR In the case where the administrator wants to edit an employee the system calls the use case Edit Employee OR In the case where the service is not available the use case Service Not Available is called,1,1,1,1,1,1,0,0,1
EA24.txt,EA24.txt.precondition,The administrator has authenticated into the system,0,0,0,0,0,0,0,0,1
EA24.txt,EA24.txt.quality_requirement,The matricula string is present in the system contains only numeric characters and has a length of characters,0,0,0,0,0,0,0,0,0
EA25.txt,EA25.txt.actor,Started by citizen continued employee,0,0,0,0,0,0,0,0,1
EA25.txt,EA25.txt.flow_of_events.0,The Citizen presses on the Change of Residence button,1,0,0,0,1,1,0,0,1
EA25.txt,EA25.txt.flow_of_events.1,The system shows the citizen the form to fill out,1,1,1,0,1,1,0,0,0
EA25.txt,EA25.txt.flow_of_events.2,The citizen enters the data of hisher new residence,1,0,0,1,1,1,0,0,1
EA25.txt,EA25.txt.flow_of_events.3,The system notifies the citizen that the request has been successfully submitted and is stored in the system,1,0,1,0,1,1,0,0,0
EA25.txt,EA25.txt.flow_of_events.4,The clerk logs into the system and views the request received,1,1,0,0,1,1,0,0,1
EA25.txt,EA25.txt.flow_of_events.5,The clerk verifies the data fills in the document with the rest of the data to be entered and confirms the operation,1,0,0,0,1,1,0,0,1
EA25.txt,EA25.txt.flow_of_events.6,The system saves the form and updates the data,1,0,1,0,1,1,0,0,0
EA25.txt,EA25.txt.name,Change Of Residence,1,1,1,1,1,1,0,0,0
EA25.txt,EA25.txt.postcondition,The System creates the document to be delivered to the appropriate office OR In the case where the service is not available the use case Service Not Available is invoked,1,0,1,1,1,1,0,0,0
EA25.txt,EA25.txt.precondition,The Citizen has authenticated in the system,0,0,0,0,0,0,0,0,1
