file,ID,text
EA121.txt,EA121.txt.precondition,The Citizen has authenticated in the system
EA121.txt,EA121.txt.postcondition,Payment has been made OR In the case where there is insufficient funds to cover the payment or an error occurs in the transaction the System calls the case use case Payment Not Failed OR In the case where other generic System-related errors occur the use case is invoked Service Not Available
EA121.txt,EA121.txt.quality_requirement,Not Expected
EA121.txt,EA121.txt.flow_of_events.0,The Citizen clicks on the button to access the Online Tax Payment area
EA121.txt,EA121.txt.flow_of_events.1,The System displays the list of fees that can be paid online
EA121.txt,EA121.txt.flow_of_events.2,The Citizen selects the section dedicated to Municipal Property Tax and its payment
EA121.txt,EA121.txt.flow_of_events.3,The System redirects the Citizen to the necessary section showing the form of the relevant tax and the relevant amount to be paid
EA121.txt,EA121.txt.flow_of_events.4,The Citizen confirms the correctness of the information and initiates the transaction selecting the preferred payment method
EA121.txt,EA121.txt.flow_of_events.5,The System performs the transaction and displays a successful payment message
EA113.txt,EA113.txt.name,Service Civil
EA113.txt,EA113.txt.actor,Initiated by Citizen
EA113.txt,EA113.txt.precondition,The Citizen is authenticated in the municipal system OR The Citizen has accessed the municipal system
EA113.txt,EA113.txt.postcondition,The Citizen acknowledges the information received OR The Citizen fails to view the information page and therefore the use case Service Not Available which handles technical failure cases is extended
EA113.txt,EA113.txt.quality_requirement,The response time is in the hundredths of a second range if the user is able to view the information page with its link to the form download OR The system 's response time to the Citizen 's need increases in the order of seconds if heshe fails to view the form
EA113.txt,EA113.txt.flow_of_events.0,The Citizen accesses this section to get information about his or her service to others
EA113.txt,EA113.txt.flow_of_events.1,The system responds with a screen display where it clarifies the goals of community service general information and the ability to call Download Iscrizione use case
EA135.txt,EA135.txt.name,TOSAP
EA135.txt,EA135.txt.description,Table TOSAP use case Citizen side Version
EA135.txt,EA135.txt.actor,Initiated by Citizen
EA135.txt,EA135.txt.precondition,The Citizen has logged in The Citizen has made the request for the specific service The request for the service has been accepted
EA135.txt,EA135.txt.postcondition,Payment has been made OR In the case where there is insufficient funds to cover the payment or an error occurs in the transaction the System calls the case use case Payment Not Received OR In the case where there are general errors the System calls the use case Service Not Available
EA135.txt,EA135.txt.quality_requirement,Not Provided
EA135.txt,EA135.txt.flow_of_events.0,The Citizen clicks on the button to access the Online Tax Payment area
EA135.txt,EA135.txt.flow_of_events.1,The System displays the list of fees that can be paid online
EA135.txt,EA135.txt.flow_of_events.2,The Citizen selects the section dedicated to the Tax for the Occupation of Public Land and Areas and its payment and enters the file code
EA135.txt,EA135.txt.flow_of_events.3,The System redirects the Citizen to the necessary section showing the form of the relevant fee and the relevant amount to be paid
EA135.txt,EA135.txt.flow_of_events.4,The Citizen confirms that the information is correct selects the preferred payment method and initiates the transaction
EA135.txt,EA135.txt.flow_of_events.5,The System performs the transaction and displays a successful payment message
EA42.txt,EA42.txt.name,Practice Accepted
EA42.txt,EA42.txt.actor,Started by Employee Communicates with Citizen
EA42.txt,EA42.txt.precondition,The Employee is logged into the system has selected a pending practice
EA42.txt,EA42.txt.postcondition,A notification was sent to the Citizen OR The system encountered an unexpected error so calls the use case Service Not Available
EA42.txt,EA42.txt.quality_requirement,This use case includes the use cases Assistance Economic Assistance Domestic Service Mobility Disabled Accommodations Night Assistance Girls Mothers Minor Assistance Housing Release Parking Disabled
EA42.txt,EA42.txt.flow_of_events.0,Clerk accepts the practice
EA42.txt,EA42.txt.flow_of_events.1,The system sets the practice as accepted
EA42.txt,EA42.txt.flow_of_events.2,Then sends a notification to the Citizen
EA107.txt,EA107.txt.name,Monitoring Vulcanic
EA107.txt,EA107.txt.actor,Started by Citizen
EA107.txt,EA107.txt.precondition,The Citizen is authenticated in the municipal system OR The Citizen has accessed the municipal system
EA107.txt,EA107.txt.postcondition,The Citizen is satisfied with the information provided to him OR The Citizen can not properly view the information sheet about the monitoring of volcanoes in the municipal and national territory so the use case Service Not Available which handles technical failure cases is extended
EA107.txt,EA107.txt.quality_requirement,The response time varies in the range of hundredths of a second But if the Citizen does not display the information sheet correctly then times can vary in the order of seconds from a minimum of to a maximum of
EA107.txt,EA107.txt.flow_of_events.0,The Citizen accesses this screen because he or she wants to know more about the actual operation of how Civil Defense conducts monitoring of volcanoes in the municipality and nationwide territory with a detailed description of the information technology adopted
EA107.txt,EA107.txt.flow_of_events.1,The system responds to the request by displaying an information sheet describing everything the Civil Defense does to keep track of volcanic activity
EA6.txt,EA6.txt.name,Entry Citizen
EA6.txt,EA6.txt.actor,Initiated by employee
EA6.txt,EA6.txt.precondition,The clerk has authenticated in the system
EA6.txt,EA6.txt.postcondition,The system registers the Employee OR In the case where the employee enters a citizen already in the system the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called
EA6.txt,EA6.txt.quality_requirement,The name string may contain characters az AZ ' and be less than characters long and not empty The last name string may contain characters az AZ ' and has length less than characters and is not empty The Tax Code string must be current to regulations and has a length of characters The Date of Birth string must be an existing date and be ddmmyyyyy of numeric type dd from to mm from to yyyy from to present The birthplace string can contain characters az AZ ' and a length of less than characters and not empty Email string has format x xx and has a length less than characters and non-empty Household ID string must be present in the system must contain only numeric characters and must be greater than
EA6.txt,EA6.txt.flow_of_events.0,The clerk logs into the system and activates the citizen registration process
EA6.txt,EA6.txt.flow_of_events.1,The system displays the form for entering a new citizen
EA6.txt,EA6.txt.flow_of_events.2,The clerk enters the citizen 's data and submits the registration request
EA6.txt,EA6.txt.flow_of_events.3,The system receives the form checks that the citizen entered by the clerk is not already in the system
EA54.txt,EA54.txt.name,Show Practice Attended Employee
EA54.txt,EA54.txt.actor,Started by Employee
EA54.txt,EA54.txt.precondition,This use case includes the View Practices Attended Employee use case
EA54.txt,EA54.txt.postcondition,The Clerk accepts the practice the use case Practice Accepted '' is invoked OR The Clerk Rejects the practice the use case Practice Rejected '' is invoked OR The system has encountered an unanticipated error so it calls the use case Service Not Available Unanticipated Quality Requirements
EA54.txt,EA54.txt.flow_of_events.0,The system shows the information regarding the selected practice with its options to accept or reject practice
EA54.txt,EA54.txt.flow_of_events.1,The Clerk can Accept or Reject the practice if it is already complete with all documentation necessary signatures and after verification
EA54.txt,EA54.txt.flow_of_events.2,Heshe can also print the practice data if necessary
EA10.txt,EA10.txt.name,Logout Employee
EA10.txt,EA10.txt.actor,Started by employee
EA10.txt,EA10.txt.precondition,The employee has logged into the system Logout condition The system closes the employee 's session
EA10.txt,EA10.txt.quality_requirement,Not provided
EA10.txt,EA10.txt.flow_of_events.0,The employee wants to end the work session and clicks on the Logout button
EA10.txt,EA10.txt.flow_of_events.1,The system logs the employee out of the system and returns to the main screen
EA98.txt,EA98.txt.name,Woods
EA98.txt,EA98.txt.actor,Started by Citizen
EA98.txt,EA98.txt.precondition,The Citizen is authenticated within the municipal system OR The Citizen has accessed the municipal system
EA98.txt,EA98.txt.postcondition,The Citizen is satisfied with the information and advice received OR The Citizen is unable to view the descriptive screen so the use case Service Not Available that handles technical failure cases is extended
EA98.txt,EA98.txt.quality_requirement,The system takes time on the order of hundredths of a second for the requester to view the screen OR In contrast the system would take time on the order of - seconds if the screen is not displayed correctly
EA98.txt,EA98.txt.flow_of_events.0,The Citizen accesses this screen so that he or she can learn about the advice that Civil Defense makes available to anyone in order to avoid and have people avoid forest fires
EA98.txt,EA98.txt.flow_of_events.1,The system provides a screen with a set of rules that the Citizen should follow and have followed if heshe is with third parties to prevent the occurrence of arson and in case of this which authority to call
EA33.txt,EA33.txt.name,Request Certificates
EA33.txt,EA33.txt.actor,Initiated by citizen
EA33.txt,EA33.txt.precondition,The citizen has authenticated in the system
EA33.txt,EA33.txt.postcondition,The system sends the certificate OR In the case where the relevant person has not been found the system calls the use case Data Errati OR In the case where the service is not available the use case Service Not Available is called
EA33.txt,EA33.txt.quality_requirement,The last name string can contain characters such as az AZ ' and a length between and characters The name string may contain characters such as az AZ ' and a length between and characters The birthplace string can contain characters such as az AZ ' and a length of at least one character The birth province string may contain characters such as az AZ ' and a length of at least one character The date of birth string must actually exist and consist of ddmm yyyyy of numeric type dd from to mm from to yyyy from to present The residence string may contain characters az AZ ' and must be at least one character long The province of residence string may contain characters such as az AZ ' and a length of at least one character The address string can contain characters such as az AZ ' and a length of at least one character
EA33.txt,EA33.txt.flow_of_events.0,Citizen selects a specific certificate birth certificates marital status certificates
EA33.txt,EA33.txt.flow_of_events.1,The system displays the form for entering the data of the person concerned
EA33.txt,EA33.txt.flow_of_events.2,The citizen enters the data of the person concerned
EA33.txt,EA33.txt.flow_of_events.3,The system displays a screen with the requested certificate
EA33.txt,EA33.txt.flow_of_events.4,The citizen selects the payment and shipping method
EA33.txt,EA33.txt.flow_of_events.5,The system sends the certificate
EA72.txt,EA72.txt.name,Delete Information
EA72.txt,EA72.txt.actor,Started by Employee
EA72.txt,EA72.txt.precondition,This case requires that the employee has gone through the authentication procedure
EA72.txt,EA72.txt.postcondition,The system has performed the deletion of the news OR If an error occurred in the deletion request the system calls the use case Service Not Available
EA72.txt,EA72.txt.quality_requirement,Not Available
EA72.txt,EA72.txt.flow_of_events.0,Employee requests the deletion of a news item
EA72.txt,EA72.txt.flow_of_events.1,The system displays the list of existing news items
EA72.txt,EA72.txt.flow_of_events.2,The employee chooses a news item
EA72.txt,EA72.txt.flow_of_events.3,The system displays a form the confirmation of the operation
EA72.txt,EA72.txt.flow_of_events.4,The employee confirms the operation through the form
EA72.txt,EA72.txt.flow_of_events.5,The system receives the form and deletes the data of the news from the system
EA110.txt,EA110.txt.name,Waste
EA110.txt,EA110.txt.actor,Started by Citizen
EA110.txt,EA110.txt.precondition,The Citizen is authenticated in the municipal system OR The Citizen has accessed the municipal system
EA110.txt,EA110.txt.postcondition,The Citizen is satisfied with the information heshe received from the descriptive sheet OR The Citizen is unable to view the screen and therefore the use case Service Not Available which handles technical failure cases is extended
EA110.txt,EA110.txt.quality_requirement,Response times are to be found in the hundredths of a second range if correct display of the page occurs OR On the order of seconds to if it fails to view that screen
EA110.txt,EA110.txt.flow_of_events.0,The Citizen accesses the fact sheet because he wants to know the actual waste situation in his municipality and whether of course the environment is protected by the Civil Defense with the help of municipal agencies
EA110.txt,EA110.txt.flow_of_events.1,The system responds to this need with a large and descriptive screen where the goals of the Municipal Council and informative notes on the dangers of waste fires are pointed out and what kind of waste collection is in one 's municipality
EA110.txt,EA110.txt.flow_of_events.2,In addition you can view the use case View Toxicological Ambiental Results
EA27.txt,EA27.txt.name,Change State Of Family
EA27.txt,EA27.txt.actor,Started by Citizen continued by Employee
EA27.txt,EA27.txt.precondition,The Citizen has authenticated in the system
EA27.txt,EA27.txt.postcondition,The System creates the document to be delivered to the appropriate office OR In the case where the service is not available the use case Service Not Available is invoked
EA27.txt,EA27.txt.quality_requirement,Not Available
EA27.txt,EA27.txt.flow_of_events.0,Citizen presses on the Change Family Status button
EA27.txt,EA27.txt.flow_of_events.1,The system shows the citizen the form to fill out
EA27.txt,EA27.txt.flow_of_events.2,The citizen enters the new household data and submits the request
EA27.txt,EA27.txt.flow_of_events.3,The system sends the request to the appropriate clerk
EA112.txt,EA112.txt.name,Sanitary Antropic
EA112.txt,EA112.txt.actor,Initiated by Citizen
EA112.txt,EA112.txt.precondition,The Citizen is authenticated in the municipal system OR The Citizen has accessed the municipal system
EA112.txt,EA112.txt.postcondition,The Citizen is satisfied with the information provided to him OR The Citizen is unable to view the descriptive screen so the use case Service Not Available which handles technical failure cases will be extended
EA112.txt,EA112.txt.quality_requirement,The system will respond to the Citizen 's need by responding with the descriptive page on the order of hundredths of a second OR If the Citizen can not view the screen the response from the system will increase in the order of seconds
EA112.txt,EA112.txt.flow_of_events.0,The Citizen accesses the desired screen from the list of environmental hazards that is next to each hazard description
EA112.txt,EA112.txt.flow_of_events.1,The system responds to the Citizen 's request by providing a detailed explanation of what this use case means in practical terms and distributing advice and standard procedures in case of hazards
EA78.txt,EA78.txt.name,Edit Information
EA78.txt,EA78.txt.actor,Started by Employee
EA78.txt,EA78.txt.precondition,This case requires that the employee has gone through the authentication procedure
EA78.txt,EA78.txt.postcondition,The system has performed the modification of the news OR If an error occurred in the change request the system calls the use case Service Not Available
EA78.txt,EA78.txt.quality_requirement,Not Available
EA78.txt,EA78.txt.flow_of_events.0,Employee requests an edit of a news item
EA78.txt,EA78.txt.flow_of_events.1,The system displays the list of existing news items
EA78.txt,EA78.txt.flow_of_events.2,The employee chooses a news item
EA78.txt,EA78.txt.flow_of_events.3,The system displays a form for edit the news
EA78.txt,EA78.txt.flow_of_events.4,The employee enters data about the news in a form
EA78.txt,EA78.txt.flow_of_events.5,The system receives the form and updates the news data in the system
EA24.txt,EA24.txt.name,Research Employee
EA24.txt,EA24.txt.actor,Started by administrator
EA24.txt,EA24.txt.precondition,The administrator has authenticated into the system
EA24.txt,EA24.txt.postcondition,The system displays the screen of the clerk OR In the case where the clerk is not found the system retrieves the use case Data Errati OR In case the administrator wants to delete an employee the system calls the use case Delete Employee OR In the case where the administrator wants to edit an employee the system calls the use case Edit Employee OR In the case where the service is not available the use case Service Not Available is called
EA24.txt,EA24.txt.quality_requirement,The matricula string is present in the system contains only numeric characters and has a length of characters
EA24.txt,EA24.txt.flow_of_events.0,The administrator presses on the Search Employee button
EA24.txt,EA24.txt.flow_of_events.1,The system displays the form to search for an employee
EA24.txt,EA24.txt.flow_of_events.2,The administrator performs a search using the employee 's data
EA24.txt,EA24.txt.flow_of_events.3,The system returns the data of the searched employee
EA49.txt,EA49.txt.name,Economic Assistance
EA49.txt,EA49.txt.actor,Initiated by User Communicates with Office of Social Services
EA49.txt,EA49.txt.precondition,The user has successfully logged in and selected the Social Assistance feature
EA49.txt,EA49.txt.postcondition,The system has encountered an error in filling out the form so it calls the use case Data Errati OR The user returns to the previous screen OR The system encountered an unanticipated error so it calls the use case Service Not Available
EA49.txt,EA49.txt.quality_requirement,Unanticipated
EA49.txt,EA49.txt.flow_of_events.0,User selects Request economic assistance elderly minor orphans AIDS patients prisoners adults in need ''
EA49.txt,EA49.txt.flow_of_events.1,The system displays the form for entering applicant and recipient data
EA49.txt,EA49.txt.flow_of_events.2,The user enters hisher own data and if necessary enters the data of a third person specifying the relationship with that person
EA49.txt,EA49.txt.flow_of_events.3,The system retrieves the data of the applicant citizen the master data of the recipient citizen in case the applicant and the recipient were not the same person and the data regarding the household of the recipient Citizen
EA49.txt,EA49.txt.flow_of_events.4,The user specifies the psycho-physical conditions of the recipient specifying the attached documents disability certificate issued by the ASL commission andor health card of the attending physician andor certificate of the pension provider ISEE model finally specifying a possible date of appointment with social workers
EA49.txt,EA49.txt.flow_of_events.5,Then submit the form
EA49.txt,EA49.txt.flow_of_events.6,The system picks up data regarding any social welfare services the recipient already uses
EA49.txt,EA49.txt.flow_of_events.7,It then forwards the request to the Social Services office and notifies the user that the request has been made
EA58.txt,EA58.txt.name,Service Mobility Disabled
EA58.txt,EA58.txt.actor,Initiated by User Communicates with Social Services Office
EA58.txt,EA58.txt.precondition,The user has successfully logged in and selected the Social Assistance feature
EA58.txt,EA58.txt.postcondition,The system has encountered an error in filling out the form so it calls the use case Data Errati OR The user returns to the previous screen OR The system encountered an unexpected error so it calls the use case Service Not Available
EA58.txt,EA58.txt.flow_of_events.0,User selects Mobility and transportation service for the disabled ''
EA58.txt,EA58.txt.flow_of_events.1,The system displays the form for entering applicant and recipient data
EA58.txt,EA58.txt.flow_of_events.2,The user enters hisher own data and if necessary enters the data of a third person specifying the relationship with that person
EA58.txt,EA58.txt.flow_of_events.3,The system retrieves the data of the applicant citizen the master data of the recipient citizen in case the applicant and the recipient were not the same person and the data regarding the household of the recipient Citizen
EA58.txt,EA58.txt.flow_of_events.4,The user specifies the psycho-physical conditions of the recipient specifying the attached documents disability certificate issued by the ASL commission andor health card of the attending physician andor certificate of the pension provider ISEE model finally specifying a possible date of appointment with social workers
EA58.txt,EA58.txt.flow_of_events.5,Then submit the form
EA58.txt,EA58.txt.flow_of_events.6,The system picks up data regarding any social welfare services the recipient already uses
EA58.txt,EA58.txt.flow_of_events.7,It then forwards the request to the Social Services office and notifies the user that the request has been made
EA117.txt,EA117.txt.name,Volcanic
EA117.txt,EA117.txt.actor,Started by Citizen
EA117.txt,EA117.txt.precondition,The Citizen is authenticated in the municipal system OR The Citizen has accessed the municipal system
EA117.txt,EA117.txt.postcondition,The Citizen is satisfied with the information provided to himher OR The Citizen is unable to view the descriptive sheet of the Vulcan feature so the Service Not Available use case is extended which handles cases of technical failure
EA117.txt,EA117.txt.quality_requirement,System response time is in the hundredths of a second range if the Citizen correctly displays the card with inherent components The response time to the requested service changes if the Citizen fails to properly view the descriptive page
EA117.txt,EA117.txt.flow_of_events.0,The Citizen accesses this tab from the Risks use case if they want to know more about the volcanic situation in their municipality and the ability to view the Civil Defense monitoring methods
EA117.txt,EA117.txt.flow_of_events.1,The system responds with the correct display of a descriptive screen about the different types of eruptions of a volcano making available the possibility to view the current volcanic situation of the municipality
EA117.txt,EA117.txt.flow_of_events.2,The Citizen wants to know how the present volcanoes are monitored and therefore will invoke the use case Monitor Vulcanic
EA117.txt,EA117.txt.flow_of_events.3,The system provides the Citizen with a link to the Monitor Vulcanic use case so that they can learn about the actual situation
EA75.txt,EA75.txt.name,Information Museums
EA75.txt,EA75.txt.actor,Started by Citizen
EA75.txt,EA75.txt.precondition,The citizen has logged into the system
EA75.txt,EA75.txt.postcondition,The citizen has viewed the information about the museum OR In case the citizen wants to book the visit heshe will be referred to the museum website
EA75.txt,EA75.txt.quality_requirement,Not provided
EA75.txt,EA75.txt.flow_of_events.0,Citizen requests to view the list of museums
EA75.txt,EA75.txt.flow_of_events.1,The system allows the list of museums to be displayed
EA75.txt,EA75.txt.flow_of_events.2,The Citizen chooses the museum
EA75.txt,EA75.txt.flow_of_events.3,The system returns information regarding the chosen museum by displaying data such as - - - location opening dates and times link to the museum 's website
EA67.txt,EA67.txt.name,Edit Preservation Interview
EA67.txt,EA67.txt.actor,Started by Citizen
EA67.txt,EA67.txt.precondition,This extends the View Preservation Consultor io use case by considering the case when the citizen wants to change the chosen reservation
EA67.txt,EA67.txt.postcondition,The system has made the reservation change
EA67.txt,EA67.txt.quality_requirement,Not provided
EA67.txt,EA67.txt.flow_of_events.0,Citizen requests change of interview reservation in the counseling center
EA67.txt,EA67.txt.flow_of_events.1,The system displays a form for editing the reservation fields
EA67.txt,EA67.txt.flow_of_events.2,The citizen makes the changes in the form confirms the reservation
EA67.txt,EA67.txt.flow_of_events.3,Thesystemmodifiesthereservation
EA97.txt,EA97.txt.name,Tenders E Competitions
EA97.txt,EA97.txt.actor,Started by Citizen
EA97.txt,EA97.txt.precondition,The Citizen has authenticated himselfherself in the municipal system OR The Citizen has accessed the municipal system
EA97.txt,EA97.txt.postcondition,The Citizen has completed downloading the notice that is uniquely associated with the association for which they have chosen to participate OR The Citizen is unable to view the introductory screen with all associations and therefore the Service Not Available use case that handles technical failures will be extended
EA97.txt,EA97.txt.quality_requirement,The Citizen is able to view the page correctly meaning that the system response times are in the hundredths of a second range OR The Citizen fails to display the introductory screen correctly meaning that the system response time would be in the order of seconds ranging from a minimum of to a maximum of
EA97.txt,EA97.txt.flow_of_events.0,The Citizen accesses the initial screen in order to view the possibility of viewing the associations that support the Civil Defense
EA97.txt,EA97.txt.flow_of_events.1,The system responds to the need by allowing the Citizen to view all the associations that are part of the Civil Defense and that hire personnel with a small image of the association with next to it the possibility of receiving a download of the notice made available by the association in question
EA97.txt,EA97.txt.flow_of_events.2,The Citizen takes note of what the form provides and chooses from which among the associations made available to receive news for possible recruitment or participation in the competition about the modalities of the same
EA97.txt,EA97.txt.flow_of_events.3,The system responds to this by allowing himher to view the corresponding competition notice
EA44.txt,EA44.txt.name,View Practices Attended Employee
EA44.txt,EA44.txt.actor,Started by Employee
EA44.txt,EA44.txt.precondition,The Employee has logged in correctly
EA44.txt,EA44.txt.postcondition,The Employee selects a pending request and the use case Show Practice Awaiting Employee '' is invoked OR The Employee returns to the previous screen OR The System encountered an unanticipated error so calls the use case Service Not Available OR Unanticipated Quality Requirements
EA44.txt,EA44.txt.flow_of_events.0,Employee selects View Pending Requests ''
EA44.txt,EA44.txt.flow_of_events.1,System shows the list of pending files
EA65.txt,EA65.txt.name,Enrollment Card Youth
EA65.txt,EA65.txt.actor,Started by Citizen
EA65.txt,EA65.txt.precondition,This case requires that the citizen has gone through the authentication procedure
EA65.txt,EA65.txt.postcondition,The system has displayed the summary form OR In case an error occurred in the card application phase the system calls the use case Service Not Available OR Should the citizen enter incorrect data the system calls the use case Data Error OR In case the citizen decides to cancel the card request the system calls the use case Card Canceled
EA65.txt,EA65.txt.quality_requirement,Not provided
EA65.txt,EA65.txt.flow_of_events.0,Citizen applies for youth card enrollment
EA65.txt,EA65.txt.flow_of_events.1,The system displays a form for submitting the request
EA65.txt,EA65.txt.flow_of_events.2,The citizen enters the card application data into a form
EA65.txt,EA65.txt.flow_of_events.3,The system receives the form verifies the data and submits the request
EA65.txt,EA65.txt.flow_of_events.4,The system notifies that the card has been entered and displays the card number and the summary of data entered in a form
EA14.txt,EA14.txt.name,Edit E Mail Employee
EA14.txt,EA14.txt.actor,Started by employee
EA14.txt,EA14.txt.precondition,The 'employee has authenticated into the system
EA14.txt,EA14.txt.postcondition,The system saves the new e-mail The system detects an error and retrieves the use case Data Errati OR In the case where the service is not available the use case Service Not Available is invoked
EA14.txt,EA14.txt.quality_requirement,Not Provided
EA14.txt,EA14.txt.flow_of_events.0,The 'employee accesses the edit-email form
EA14.txt,EA14.txt.flow_of_events.1,The system shows the form the entry of the new e-mail
EA14.txt,EA14.txt.flow_of_events.2,The employee enters the new e-mail and presses the confirmation button
EA14.txt,EA14.txt.flow_of_events.3,The system updates the new e-mail
EA87.txt,EA87.txt.name,Request Copy File Construction
EA87.txt,EA87.txt.actor,Initiated by citizen communicates with clerk
EA87.txt,EA87.txt.precondition,Includes Search File Building
EA87.txt,EA87.txt.postcondition,The system proceeds to send the request to the clerk The system notifies the citizen that the request has been submitted and the copy will be sent to them shortly OR in the case of technical failures the system invokes the use case Service Not Available
EA87.txt,EA87.txt.quality_requirement,Not available
EA87.txt,EA87.txt.flow_of_events.0,Citizen requests copy of file using appropriate button
EA87.txt,EA87.txt.flow_of_events.1,The system sends the request to the clerk
EA87.txt,EA87.txt.flow_of_events.2,The system notifies the citizen that the request has been forwarded and the copy will be sent shortly
EA91.txt,EA91.txt.name,Issue Certificates
EA91.txt,EA91.txt.actor,Initiated by citizen communicates with employee
EA91.txt,EA91.txt.precondition,The citizen has authenticated in the system
EA91.txt,EA91.txt.postcondition,The system displays the form for printing The system sends a message notifying the relevant clerk of the request OR in the case of incorrect data entry the system invokes the use case Dati Errati OR in the case of technical failures the system invokes the use case Service Not Available
EA91.txt,EA91.txt.quality_requirement,Not Available
EA91.txt,EA91.txt.flow_of_events.0,Citizen accesses the certificate and permit issuance area using the appropriate link
EA91.txt,EA91.txt.flow_of_events.1,The system displays the form for entering the data necessary for the issuance of the certificate eg
EA91.txt,EA91.txt.flow_of_events.2,certificate of fitness certificate of habitability
EA91.txt,EA91.txt.flow_of_events.3,The citizen enters the required data
EA91.txt,EA91.txt.flow_of_events.4,The system verifies the correctness and completeness of the data then displays a summary screen or activates the Dati Errati use case
EA91.txt,EA91.txt.flow_of_events.5,The citizen confirms the operation
EA91.txt,EA91.txt.flow_of_events.6,The system displays the form for printing
EA91.txt,EA91.txt.flow_of_events.7,The system sends a message notifying the appropriate employee of the request
EA91.txt,EA91.txt.flow_of_events.8,The citizen makes the printout to be handed in at the municipal office with the revenue stamp
EA64.txt,EA64.txt.name,Information Informagiovani
EA64.txt,EA64.txt.actor,Started by Citizen
EA64.txt,EA64.txt.precondition,The citizen has logged into the system
EA64.txt,EA64.txt.postcondition,The citizen has viewed the information about the initiatives OR In case of failure the system calls Service Not Available
EA64.txt,EA64.txt.quality_requirement,Not expected
EA64.txt,EA64.txt.flow_of_events.0,Citizen requests viewing of informagiovani news list
EA64.txt,EA64.txt.flow_of_events.1,The system allows to view the list of information regarding - special official employment gazette - local competition notices information - study trips
EA64.txt,EA64.txt.flow_of_events.2,The citizen selects the desired information
EA64.txt,EA64.txt.flow_of_events.3,The system returns the information concerning the news specifying - date of publication of the notice - expiration date of the notice - description
EA123.txt,EA123.txt.name,IRPEF
EA123.txt,EA123.txt.actor,Initiated by Citizen
EA123.txt,EA123.txt.precondition,The Citizen has authenticated in the system
