file,class,type,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/work/Papiere/finegrained-traceability/datasets/eANCI/code/DbNucleoFamiliare.java,DB.DbNucleoFamiliare,class,5,53,1,22,0,1.0,1.0,10,0,9,1,0,0,9,0,0,0,1,0,0,1,0,0,0,0,1,242,15,1,19,19,4,41,23,60,0,39,3,0,0,0,129,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/DbRichiesta.java,DB.DbRichiesta,class,3,51,1,18,0,1.0,1.0,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,1,249,13,4,16,17,3,55,22,74,0,57,3,0,0,0,104,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/Impiegato.java,Bean.Impiegato,class,0,13,1,0,2,0.4871795,1.0,13,0,13,0,0,0,13,0,0,0,5,0,0,5,0,0,0,0,0,54,6,0,0,0,0,5,0,15,1,5,0,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ImpiegatoManager.java,Manager.ImpiegatoManager,class,2,8,1,7,0,1.0,1.0,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,27,7,0,0,0,0,0,0,1,0,1,0,0,0,0,80,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/NucleoFamiliare.java,Bean.NucleoFamiliare,class,0,10,1,0,21,0.26666668,0.8,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,0,0,0,42,8,0,0,0,0,0,0,8,0,4,0,0,0,0,58,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/NucleoFamiliareManager.java,Manager.NucleoFamiliareManager,class,3,8,1,7,0,1.0,1.0,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,29,7,0,0,0,0,0,2,3,2,3,0,0,0,0,76,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/Richiesta.java,Bean.Richiesta,class,0,17,1,1,60,0.27941176,0.88235295,17,0,17,0,0,0,17,0,0,0,6,0,0,6,0,0,0,0,0,73,14,0,0,0,0,2,0,17,0,6,0,0,0,0,69,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletAnnulla.java,Servlet.ServletAnnulla,class,4,1,2,3,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,2,0,2,0,0,0,0,28,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletCaricaPratica.java,Servlet.ServletCaricaPratica,class,8,1,2,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,4,0,7,0,7,0,0,0,0,45,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletCreaPdfCambioAbitazione.java,Servlet.ServletCreaPdfCambioAbitazione,class,18,17,2,35,0,NaN,NaN,3,0,1,2,0,0,1,0,0,0,2,1,0,2,0,0,1,0,1,336,0,0,3,1,0,219,23,169,30,166,3,0,0,0,374,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletCreaPdfCertificati.java,Servlet.ServletCreaPdfCertificati,class,6,2,2,11,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,57,0,0,0,1,0,35,11,26,6,26,1,0,0,0,104,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletCreaPdfCittadino.java,Servlet.ServletCreaPdfCittadino,class,8,5,2,15,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,185,0,0,1,1,0,134,10,107,10,104,3,0,0,0,233,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletEliminaAmministratore.java,Servlet.ServletEliminaAmministratore,class,10,9,2,18,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,4,1,0,28,0,28,0,17,5,0,0,0,58,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletEliminaCittadino.java,Servlet.ServletEliminaCittadino,class,14,13,2,27,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,6,1,0,37,1,41,0,26,6,0,0,0,73,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletEliminaImpiegato.java,Servlet.ServletEliminaImpiegato,class,10,8,2,16,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,4,1,0,21,0,23,0,15,4,0,0,0,53,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletInserisciAmministratore.java,Servlet.ServletInserisciAmministratore,class,10,5,2,10,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,53,0,0,1,1,0,16,0,23,0,16,3,0,0,0,57,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletInserisciCittadino.java,Servlet.ServletInserisciCittadino,class,11,10,2,25,0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,15,0,0,14,0,1,0,0,4,103,1,0,6,1,1,30,8,38,0,24,5,0,0,0,66,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletInserisciImpiegato.java,Servlet.ServletInserisciImpiegato,class,10,5,2,10,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,51,0,0,1,1,0,16,0,21,0,16,3,0,0,0,56,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletLogin.java,Servlet.ServletLogin,class,14,10,2,15,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,2,1,0,19,4,23,2,17,4,0,0,0,58,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletLogout.java,Servlet.ServletLogout,class,5,2,2,4,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,3,0,4,0,3,1,0,0,0,35,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaAccesso.java,Servlet.ServletModificaAccesso,class,8,7,2,14,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,0,0,48,0,0,1,1,0,19,0,20,0,12,4,0,0,0,53,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaAmministratore.java,Servlet.ServletModificaAmministratore,class,10,8,2,16,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,75,0,0,4,1,0,28,0,30,0,22,4,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaCittadino.java,Servlet.ServletModificaCittadino,class,13,34,2,34,0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,7,0,0,7,0,0,0,0,1,173,1,0,13,1,0,60,7,62,0,28,8,0,0,0,73,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaImpiegato.java,Servlet.ServletModificaImpiegato,class,10,8,2,16,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,7,0,0,7,0,0,0,0,0,75,0,0,4,1,0,28,0,30,0,21,4,0,0,0,59,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaResidenza.java,Servlet.ServletModificaResidenza,class,2,1,2,1,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaResidenza.java,Servlet.ServletModificaResidenza$CercaFiles,innerclass,9,14,1,18,4,0.16666667,0.16666667,4,0,3,0,1,0,4,0,0,0,4,0,0,4,0,0,0,0,1,105,3,0,6,1,0,28,5,33,2,26,4,0,1,0,108,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletModificaResidenza.java,Servlet.ServletModificaResidenza$CercaFiles$Filter,innerclass,0,6,1,5,0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,15,1,0,6,0,3,2,1,7,1,5,1,0,0,0,12,0,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletMostraAccesso.java,Servlet.ServletMostraAccesso,class,8,3,2,9,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,1,0,6,0,11,0,8,2,0,0,0,51,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletMostraAccessoA.java,Servlet.ServletMostraAccessoA,class,9,4,2,10,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,1,0,7,0,12,0,9,3,0,0,0,51,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRecuperoPassword.java,Servlet.ServletRecuperoPassword,class,12,8,2,19,1,NaN,NaN,2,1,1,1,0,0,1,0,0,0,4,0,0,4,0,0,0,0,1,68,1,1,1,1,1,18,4,30,3,20,4,0,0,0,76,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRegistraCittadino.java,Servlet.ServletRegistraCittadino,class,11,10,2,19,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,8,0,0,8,0,0,0,0,0,69,0,0,1,1,0,25,0,28,0,17,5,0,0,0,64,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRicercaAmministratore.java,Servlet.ServletRicercaAmministratore,class,8,4,2,9,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,1,0,9,0,12,0,8,3,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRicercaCittadino.java,Servlet.ServletRicercaCittadino,class,10,6,2,14,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,3,1,0,17,1,21,0,13,4,0,0,0,61,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRicercaImpiegato.java,Servlet.ServletRicercaImpiegato,class,8,4,2,9,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,1,0,9,0,14,0,8,3,0,0,0,48,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRicercaPratica.java,Servlet.ServletRicercaPratica,class,7,6,2,12,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,1,1,14,2,16,0,12,2,0,0,0,50,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletRisposta.java,Servlet.ServletRisposta,class,11,5,2,18,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,1,1,1,139,9,104,12,102,3,0,0,0,221,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletStatoDiFamiglia.java,Servlet.ServletStatoDiFamiglia,class,8,3,2,13,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,22,0,1,0,1,0,3,2,9,0,8,2,0,0,0,53,1,0
/work/Papiere/finegrained-traceability/datasets/eANCI/code/ServletVisualizzaPratiche.java,Servlet.ServletVisualizzaPratiche,class,8,2,2,7,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,19,0,0,0,1,0,3,1,7,0,6,1,0,0,0,48,1,0
